Date,NIFTY18DECFUT O,NIFTY18DECFUT H,NIFTY18DECFUT L,NIFTY18DECFUT C,NIFTY18DECFUT V
11/29/2018 3:28:00 PM,10898.15,10904.9,10898.15,10903.45,93600
11/29/2018 3:27:00 PM,10897.4,10898,10895.9,10898,63150
11/29/2018 3:26:00 PM,10898.25,10898.7,10896.7,10897.4,82650
11/29/2018 3:25:00 PM,10899.2,10900,10898.2,10898.2,60300
11/29/2018 3:24:00 PM,10899,10901.15,10898.65,10899.5,77475
11/29/2018 3:23:00 PM,10897.9,10899.7,10897.6,10898.55,85500
11/29/2018 3:22:00 PM,10896.05,10898,10894,10897.6,85575
11/29/2018 3:21:00 PM,10890.1,10896,10890.1,10896,86775
11/29/2018 3:20:00 PM,10887.9,10890.75,10887.85,10890.1,70050
11/29/2018 3:19:00 PM,10884.55,10887.8,10884.45,10887.8,79875
11/29/2018 3:18:00 PM,10882.3,10884.4,10882.1,10884.4,49050
11/29/2018 3:17:00 PM,10882.1,10884.3,10880.45,10882.6,72375
11/29/2018 3:16:00 PM,10881,10882.2,10881,10882.05,54450
11/29/2018 3:15:00 PM,10880,10884.8,10880,10880.25,88650
11/29/2018 3:14:00 PM,10880.45,10880.45,10879,10880.1,40125
11/29/2018 3:13:00 PM,10880.1,10881.15,10878.15,10880,56700
11/29/2018 3:12:00 PM,10880.35,10881.35,10879.85,10880.05,49575
11/29/2018 3:11:00 PM,10880.35,10882.35,10880,10880,42600
11/29/2018 3:10:00 PM,10881.75,10883.3,10879.25,10880.65,90675
11/29/2018 3:09:00 PM,10880.1,10882,10880,10881.75,45600
11/29/2018 3:08:00 PM,10882.1,10884.4,10880,10880.1,72750
11/29/2018 3:07:00 PM,10887.75,10889.05,10882.1,10882.1,57750
11/29/2018 3:06:00 PM,10888.95,10890.15,10887.25,10887.9,40125
11/29/2018 3:05:00 PM,10889.3,10890.1,10886.95,10888.85,55950
11/29/2018 3:04:00 PM,10888.55,10890.15,10888.25,10889.55,43650
11/29/2018 3:03:00 PM,10888.7,10889.4,10886.25,10888.15,52125
11/29/2018 3:02:00 PM,10889.55,10890,10887.2,10889.05,50625
11/29/2018 3:01:00 PM,10889.3,10891.4,10888.05,10889.85,35775
11/29/2018 3:00:00 PM,10904.45,10904.45,10888.85,10888.85,50925
11/29/2018 2:59:00 PM,10898.5,10904.05,10897,10904.05,51675
11/29/2018 2:58:00 PM,10898.45,10898.65,10896,10897.15,30675
11/29/2018 2:57:00 PM,10897.1,10899.45,10895.05,10898.45,44850
11/29/2018 2:56:00 PM,10896.65,10897.4,10891.85,10897.25,51450
11/29/2018 2:55:00 PM,10898.85,10899.9,10893.1,10896.65,36675
11/29/2018 2:54:00 PM,10893.35,10899,10893.35,10898.45,26475
11/29/2018 2:53:00 PM,10894.05,10896.95,10892.25,10894,23475
11/29/2018 2:52:00 PM,10898,10898.55,10893,10893.8,37350
11/29/2018 2:51:00 PM,10893.6,10899.25,10892.05,10897.45,22125
11/29/2018 2:50:00 PM,10890.1,10894.65,10890.1,10890.95,24525
11/29/2018 2:49:00 PM,10892,10894,10888.95,10890.1,35250
11/29/2018 2:48:00 PM,10889.45,10890.9,10887.55,10889.65,33825
11/29/2018 2:47:00 PM,10888.25,10891.45,10888,10889.45,29250
11/29/2018 2:46:00 PM,10891.2,10892.35,10888.25,10888.25,16875
11/29/2018 2:45:00 PM,10889.5,10895,10889.05,10893.3,35850
11/29/2018 2:44:00 PM,10886.15,10892.8,10886,10889.65,20700
11/29/2018 2:43:00 PM,10887.2,10889.05,10886.05,10886.15,19575
11/29/2018 2:42:00 PM,10888,10890.05,10887,10887.2,30900
11/29/2018 2:41:00 PM,10890,10892.9,10888,10888,15600
11/29/2018 2:40:00 PM,10891.5,10893,10889.85,10890,15075
11/29/2018 2:39:00 PM,10891.75,10892,10889.4,10891.5,24225
11/29/2018 2:38:00 PM,10894.45,10894.95,10891.65,10891.75,20250
11/29/2018 2:37:00 PM,10891.9,10894.55,10890.95,10894.45,12600
11/29/2018 2:36:00 PM,10892.25,10893.9,10889.5,10891.95,16950
11/29/2018 2:35:00 PM,10891,10892.4,10890.05,10892.25,33075
11/29/2018 2:34:00 PM,10898.6,10898.6,10892,10892,26025
11/29/2018 2:33:00 PM,10898.8,10900.55,10897.35,10899.75,17775
11/29/2018 2:32:00 PM,10901.85,10901.85,10898.6,10899,43350
11/29/2018 2:31:00 PM,10896.15,10899.7,10896,10899.7,18900
11/29/2018 2:30:00 PM,10897.1,10899.15,10896,10897.45,12825
11/29/2018 2:29:00 PM,10894.95,10898.6,10894.95,10897.1,9750
11/29/2018 2:28:00 PM,10894,10896.3,10892.95,10894.95,15000
11/29/2018 2:27:00 PM,10891.7,10895.3,10890.1,10894.55,23700
11/29/2018 2:26:00 PM,10894.05,10898.55,10890.1,10890.5,14625
11/29/2018 2:25:00 PM,10898.85,10898.85,10893.85,10893.85,35700
11/29/2018 2:24:00 PM,10901.05,10901.75,10898.05,10898.05,31725
11/29/2018 2:23:00 PM,10896.7,10901.05,10896.15,10901.05,27300
11/29/2018 2:22:00 PM,10897.8,10898,10894.2,10895,24225
11/29/2018 2:21:00 PM,10903.15,10904,10897.05,10897.75,22350
11/29/2018 2:20:00 PM,10897.7,10904.95,10896.85,10904.85,37725
11/29/2018 2:19:00 PM,10896.2,10899.85,10895.85,10897.65,26475
11/29/2018 2:18:00 PM,10902.95,10902.95,10895.1,10895.7,22200
11/29/2018 2:17:00 PM,10902.8,10903.7,10899.55,10901.85,21600
11/29/2018 2:16:00 PM,10898,10904,10896.9,10902.8,35250
11/29/2018 2:15:00 PM,10901.15,10902.3,10896.4,10898,29550
11/29/2018 2:14:00 PM,10906.05,10908.65,10900.5,10901,54075
11/29/2018 2:13:00 PM,10899.9,10909.45,10897.25,10908.85,105150
11/29/2018 2:12:00 PM,10892.15,10899,10892.05,10899,34275
11/29/2018 2:11:00 PM,10890.6,10894.95,10890.6,10893.95,17550
11/29/2018 2:10:00 PM,10889,10891.3,10888.55,10890.6,14100
11/29/2018 2:09:00 PM,10886.65,10890,10886.25,10889,21075
11/29/2018 2:08:00 PM,10886.35,10888,10884.05,10887,25425
11/29/2018 2:07:00 PM,10889.1,10890,10884.8,10886.35,21225
11/29/2018 2:06:00 PM,10888.9,10891.65,10888.5,10889.75,22725
11/29/2018 2:05:00 PM,10890.2,10892,10888.95,10888.95,30450
11/29/2018 2:04:00 PM,10894.4,10896.1,10890,10891,44325
11/29/2018 2:03:00 PM,10886.65,10895,10886.2,10894.95,60300
11/29/2018 2:02:00 PM,10885.65,10887,10883.2,10886.95,41100
11/29/2018 2:01:00 PM,10879.05,10889.95,10879.05,10885.65,67275
11/29/2018 2:00:00 PM,10874.8,10880,10873.6,10877.5,48900
11/29/2018 1:59:00 PM,10874,10874.9,10872,10874.8,26850
11/29/2018 1:58:00 PM,10873.4,10873.4,10870.75,10873.3,11775
11/29/2018 1:57:00 PM,10870.6,10873.4,10869.45,10873.4,16725
11/29/2018 1:56:00 PM,10865.2,10870.7,10865.15,10870.6,22575
11/29/2018 1:55:00 PM,10868.2,10869.75,10865,10865.9,25200
11/29/2018 1:54:00 PM,10873.4,10874.2,10868.2,10868.2,26775
11/29/2018 1:53:00 PM,10871,10873.4,10871,10873.4,14475
11/29/2018 1:52:00 PM,10872.05,10872.05,10868.25,10871,32325
11/29/2018 1:51:00 PM,10874.45,10874.45,10870,10871,43275
11/29/2018 1:50:00 PM,10872.3,10875.55,10870.5,10875.05,46875
11/29/2018 1:49:00 PM,10869.25,10873.1,10869.25,10872.1,45375
11/29/2018 1:48:00 PM,10868.15,10870,10868.15,10869.25,33600
11/29/2018 1:47:00 PM,10873.7,10874.3,10869.95,10869.95,21150
11/29/2018 1:46:00 PM,10869.95,10873.7,10869.95,10873.7,17100
11/29/2018 1:45:00 PM,10866.55,10870.05,10866.55,10869.2,30900
11/29/2018 1:44:00 PM,10865.05,10867.6,10865.05,10866.55,7200
11/29/2018 1:43:00 PM,10863.75,10866.1,10863.75,10866,9600
11/29/2018 1:42:00 PM,10862.6,10866.85,10862.6,10863.75,16575
11/29/2018 1:41:00 PM,10862.1,10864.5,10862.1,10862.6,10800
11/29/2018 1:40:00 PM,10864.6,10866.05,10862.15,10862.75,13800
11/29/2018 1:39:00 PM,10862.2,10867,10862.2,10864.6,21000
11/29/2018 1:38:00 PM,10866,10867,10860.25,10862.15,24375
11/29/2018 1:37:00 PM,10866.25,10868.5,10865.7,10866,24000
11/29/2018 1:36:00 PM,10870.9,10870.9,10865.3,10866.25,21075
11/29/2018 1:35:00 PM,10869.6,10871,10868.1,10870.95,21000
11/29/2018 1:34:00 PM,10870.55,10870.65,10868.3,10869.6,11700
11/29/2018 1:33:00 PM,10869.9,10871.8,10869.45,10870.55,13125
11/29/2018 1:32:00 PM,10869.65,10872.05,10869.15,10869.9,14475
11/29/2018 1:31:00 PM,10870.4,10871.2,10869.15,10869.15,11175
11/29/2018 1:30:00 PM,10866,10870,10865.3,10870,25050
11/29/2018 1:29:00 PM,10865.6,10867,10865.05,10867,19125
11/29/2018 1:28:00 PM,10867,10868.45,10865.3,10866,22875
11/29/2018 1:27:00 PM,10869,10869,10866.05,10867,15675
11/29/2018 1:26:00 PM,10871,10871,10867.55,10869,31800
11/29/2018 1:25:00 PM,10876,10876.9,10870.4,10871,14700
11/29/2018 1:24:00 PM,10875.8,10877.25,10874.4,10876,23775
11/29/2018 1:23:00 PM,10872.05,10879,10871.2,10877,40500
11/29/2018 1:22:00 PM,10871.2,10873,10870.2,10872.05,14025
11/29/2018 1:21:00 PM,10873,10875,10870.8,10871.2,686550
11/29/2018 1:20:00 PM,10866.1,10873,10866.1,10873,30000
11/29/2018 1:19:00 PM,10868.2,10869,10866.1,10866.2,9300
11/29/2018 1:18:00 PM,10870,10870,10868,10868.2,10275
11/29/2018 1:17:00 PM,10870.8,10873.35,10870,10870,14850
11/29/2018 1:16:00 PM,10871.2,10874,10870.5,10871,8625
11/29/2018 1:15:00 PM,10874.4,10875,10871.5,10872.2,18075
11/29/2018 1:14:00 PM,10876.9,10878.1,10873.6,10874.4,24150
11/29/2018 1:13:00 PM,10874,10878.5,10872.9,10876.75,48150
11/29/2018 1:12:00 PM,10875.75,10876,10873.1,10873.1,10275
11/29/2018 1:11:00 PM,10874,10875.75,10872.1,10875.75,14925
11/29/2018 1:10:00 PM,10872.7,10875,10872.4,10874,32625
11/29/2018 1:09:00 PM,10872.75,10874.9,10871.55,10872.7,27975
11/29/2018 1:08:00 PM,10870.35,10872.15,10868.2,10872.05,23025
11/29/2018 1:07:00 PM,10865.25,10870.8,10865.25,10870.8,31500
11/29/2018 1:06:00 PM,10864.55,10866.45,10864.55,10864.55,17175
11/29/2018 1:05:00 PM,10866,10866.1,10864.55,10864.55,19725
11/29/2018 1:04:00 PM,10867,10867.9,10866,10866,11550
11/29/2018 1:03:00 PM,10869.05,10869.9,10865.7,10867,24750
11/29/2018 1:02:00 PM,10868.5,10870.05,10868,10869.05,24675
11/29/2018 1:01:00 PM,10868.55,10869.15,10866.85,10868.5,25125
11/29/2018 1:00:00 PM,10871.1,10872,10866.9,10868.55,31725
11/29/2018 12:59:00 PM,10869.9,10874.25,10867.35,10871.1,42900
11/29/2018 12:58:00 PM,10864.95,10870,10864.05,10869.75,30675
11/29/2018 12:57:00 PM,10864.25,10865.35,10863.4,10864.4,21000
11/29/2018 12:56:00 PM,10864.95,10864.95,10863,10864.25,12600
11/29/2018 12:55:00 PM,10867.1,10867.45,10863.75,10864.95,24075
11/29/2018 12:54:00 PM,10867.1,10869.4,10867.1,10867.1,23100
11/29/2018 12:53:00 PM,10863,10867.35,10863,10867.2,28275
11/29/2018 12:52:00 PM,10863.9,10865,10863,10863.95,14325
11/29/2018 12:51:00 PM,10862.05,10864.4,10860.75,10863.9,6900
11/29/2018 12:50:00 PM,10860.1,10864.05,10860.1,10862.05,14400
11/29/2018 12:49:00 PM,10860,10860.9,10859,10860.1,9750
11/29/2018 12:48:00 PM,10863.1,10863.1,10859.75,10860,19500
11/29/2018 12:47:00 PM,10864.2,10864.6,10863.1,10863.1,15375
11/29/2018 12:46:00 PM,10864.1,10864.4,10863.5,10864.2,7125
11/29/2018 12:45:00 PM,10861.5,10864.8,10860.05,10864.1,23550
11/29/2018 12:44:00 PM,10862.4,10863,10860.05,10861.5,21900
11/29/2018 12:43:00 PM,10861.05,10864.15,10861.05,10862.2,14625
11/29/2018 12:42:00 PM,10859.5,10862.15,10859.2,10861.05,23025
11/29/2018 12:41:00 PM,10859.1,10860.8,10858.15,10859.5,17850
11/29/2018 12:40:00 PM,10855.5,10860,10855.5,10859.6,18075
11/29/2018 12:39:00 PM,10854.2,10855.55,10853.05,10855.5,10800
11/29/2018 12:38:00 PM,10854.1,10854.55,10852.65,10854.2,17025
11/29/2018 12:37:00 PM,10852,10854.05,10850.9,10854,5625
11/29/2018 12:36:00 PM,10849.4,10852,10847.95,10852,10500
11/29/2018 12:35:00 PM,10850,10850.2,10847.55,10849.1,11850
11/29/2018 12:34:00 PM,10847.1,10851.55,10847.1,10850,20025
11/29/2018 12:33:00 PM,10850,10851.05,10846,10847.1,20550
11/29/2018 12:32:00 PM,10856,10857.05,10851,10852.05,9600
11/29/2018 12:31:00 PM,10856.05,10859.6,10856,10856,18675
11/29/2018 12:30:00 PM,10859,10860.1,10856.05,10856.05,25875
11/29/2018 12:29:00 PM,10860.9,10860.9,10857.65,10859,13500
11/29/2018 12:28:00 PM,10859.95,10861.05,10857.3,10857.3,14325
11/29/2018 12:27:00 PM,10860.2,10862,10857.95,10859.95,20925
11/29/2018 12:26:00 PM,10860,10862.05,10859.05,10859.25,9675
11/29/2018 12:25:00 PM,10859.15,10862.05,10859.15,10860,16950
11/29/2018 12:24:00 PM,10862.1,10862.8,10859.15,10859.15,6225
11/29/2018 12:23:00 PM,10861.5,10864,10861.5,10862.05,18675
11/29/2018 12:22:00 PM,10862.7,10863,10860.4,10861.5,17100
11/29/2018 12:21:00 PM,10861,10864,10861,10862.7,10725
11/29/2018 12:20:00 PM,10860.05,10862.85,10860.05,10861,12525
11/29/2018 12:19:00 PM,10858.3,10862,10857,10860.4,26400
11/29/2018 12:18:00 PM,10858.05,10858.7,10856.1,10858.3,18825
11/29/2018 12:17:00 PM,10857.65,10859,10856.25,10858.05,5925
11/29/2018 12:16:00 PM,10857.85,10859.55,10857.65,10857.65,18900
11/29/2018 12:15:00 PM,10857.25,10858.95,10856.2,10857.85,13800
11/29/2018 12:14:00 PM,10857.45,10858,10855.95,10857.25,5925
11/29/2018 12:13:00 PM,10855.05,10856.95,10854.5,10856.95,15450
11/29/2018 12:12:00 PM,10854.6,10856.7,10854.55,10855.05,3900
11/29/2018 12:11:00 PM,10855.15,10855.85,10854.05,10854.6,7425
11/29/2018 12:10:00 PM,10855.8,10857.8,10854.1,10855.15,20625
11/29/2018 12:09:00 PM,10855.1,10855.9,10854,10855.8,33450
11/29/2018 12:08:00 PM,10855.8,10855.95,10855.1,10855.9,31275
11/29/2018 12:07:00 PM,10857.05,10857.15,10854.55,10855.8,10125
11/29/2018 12:06:00 PM,10857.45,10859,10855.4,10857.05,50700
11/29/2018 12:05:00 PM,10855.25,10857.05,10854,10857.05,13125
11/29/2018 12:04:00 PM,10855.5,10856.85,10855,10855.25,13050
11/29/2018 12:03:00 PM,10856.1,10856.85,10854.05,10855,7125
11/29/2018 12:02:00 PM,10855,10856.6,10855,10856.1,13950
11/29/2018 12:01:00 PM,10854.15,10856.75,10853.7,10853.7,12450
11/29/2018 12:00:00 PM,10857,10857.9,10853.15,10854,18675
11/29/2018 11:59:00 AM,10859.35,10860.9,10858.5,10859.1,14250
11/29/2018 11:58:00 AM,10858.25,10859.85,10858.05,10858.65,9450
11/29/2018 11:57:00 AM,10859.7,10860.2,10858.05,10858.25,4425
11/29/2018 11:56:00 AM,10858,10861.65,10858,10859.7,6975
11/29/2018 11:55:00 AM,10857.55,10861.3,10857.55,10858,20850
11/29/2018 11:54:00 AM,10860,10861,10857.05,10857.55,8175
11/29/2018 11:53:00 AM,10861,10861,10858.05,10860.6,9900
11/29/2018 11:52:00 AM,10858,10861.2,10858,10861,11025
11/29/2018 11:51:00 AM,10859,10860,10856.95,10858,21525
11/29/2018 11:50:00 AM,10856.85,10859.05,10854.55,10859.05,21525
11/29/2018 11:49:00 AM,10857.1,10857.2,10855,10856.85,28725
11/29/2018 11:48:00 AM,10858,10859.75,10856.15,10857.1,27300
11/29/2018 11:47:00 AM,10860,10860.8,10856.1,10858,26475
11/29/2018 11:46:00 AM,10857.15,10860.2,10857.15,10860,15675
11/29/2018 11:45:00 AM,10857.1,10858.5,10857.1,10857.7,6750
11/29/2018 11:44:00 AM,10861.85,10862.95,10857.1,10857.1,14400
11/29/2018 11:43:00 AM,10857.35,10862.5,10857.35,10861.85,12675
11/29/2018 11:42:00 AM,10858.4,10859.35,10856.15,10856.5,15075
11/29/2018 11:41:00 AM,10856.45,10858.9,10855.35,10858.4,11025
11/29/2018 11:40:00 AM,10858,10858.95,10855.9,10856.45,18900
11/29/2018 11:39:00 AM,10862,10862.7,10857.75,10858,15375
11/29/2018 11:38:00 AM,10863,10865,10861.95,10862,21300
11/29/2018 11:37:00 AM,10863,10863.4,10862,10863,18075
11/29/2018 11:36:00 AM,10861.75,10863,10861.45,10863,10725
11/29/2018 11:35:00 AM,10867,10868,10861.75,10861.75,46800
11/29/2018 11:34:00 AM,10866.15,10867,10864.95,10866,61350
11/29/2018 11:33:00 AM,10864.95,10867.95,10864.95,10866.15,63225
11/29/2018 11:32:00 AM,10865,10866.95,10864.95,10865,59475
11/29/2018 11:31:00 AM,10867.95,10868.3,10863.95,10864.75,43575
11/29/2018 11:30:00 AM,10864.25,10868,10863.3,10867,32325
11/29/2018 11:29:00 AM,10862.55,10864.8,10861.9,10864.25,9825
11/29/2018 11:28:00 AM,10860.05,10863.05,10860,10862.55,12150
11/29/2018 11:27:00 AM,10863.05,10863.05,10858.5,10860.05,16950
11/29/2018 11:26:00 AM,10863.2,10864.3,10862.25,10863.05,16275
11/29/2018 11:25:00 AM,10865.75,10865.95,10862.1,10863.15,11925
11/29/2018 11:24:00 AM,10862.1,10867.95,10862.1,10865.75,12975
11/29/2018 11:23:00 AM,10858,10863.75,10858,10862.1,46575
11/29/2018 11:22:00 AM,10855,10858.6,10855,10858,21675
11/29/2018 11:21:00 AM,10856,10856.65,10853.25,10855,6675
11/29/2018 11:20:00 AM,10853.85,10857,10853.85,10856,39150
11/29/2018 11:19:00 AM,10854.05,10854.8,10853.25,10853.85,40725
11/29/2018 11:18:00 AM,10851.65,10854.8,10851.6,10854.05,6300
11/29/2018 11:17:00 AM,10851.5,10852.85,10851.35,10851.65,6375
11/29/2018 11:16:00 AM,10848.05,10852,10848.05,10851.65,15975
11/29/2018 11:15:00 AM,10847,10848.4,10847,10848.05,167700
11/29/2018 11:14:00 AM,10846,10848,10845.6,10847,17550
11/29/2018 11:13:00 AM,10845.5,10846.55,10845.3,10846,25350
11/29/2018 11:12:00 AM,10847.9,10848.45,10845.75,10846.95,34650
11/29/2018 11:11:00 AM,10847.1,10849,10845.95,10848.15,17025
11/29/2018 11:10:00 AM,10847.05,10848.3,10847,10847.1,20775
11/29/2018 11:09:00 AM,10847.5,10849.4,10847.05,10847.05,5550
11/29/2018 11:08:00 AM,10849,10850,10847.75,10848,10800
11/29/2018 11:07:00 AM,10852.25,10852.25,10849,10849,16650
11/29/2018 11:06:00 AM,10852,10852.25,10850.65,10851.45,12975
11/29/2018 11:05:00 AM,10852.2,10852.75,10851.25,10851.25,12825
11/29/2018 11:04:00 AM,10851.3,10852.5,10851,10851.7,4650
11/29/2018 11:03:00 AM,10852.3,10853.5,10851.3,10851.3,4800
11/29/2018 11:02:00 AM,10850.6,10853.35,10850.6,10851.8,7200
11/29/2018 11:01:00 AM,10852.75,10852.75,10850,10850.55,14325
11/29/2018 11:00:00 AM,10855.65,10856,10852.75,10853,35475
11/29/2018 10:59:00 AM,10856.1,10858.15,10855,10855.6,26250
11/29/2018 10:58:00 AM,10857,10857.85,10856,10856.25,5100
11/29/2018 10:57:00 AM,10855.05,10858,10855,10857,9900
11/29/2018 10:56:00 AM,10855,10856.95,10854.6,10855.05,8025
11/29/2018 10:55:00 AM,10854.65,10856.65,10853,10855,20625
11/29/2018 10:54:00 AM,10855.6,10856,10853.8,10854.65,18000
11/29/2018 10:53:00 AM,10858,10858,10855.6,10855.6,25800
11/29/2018 10:52:00 AM,10856.55,10859,10856.5,10859,12825
11/29/2018 10:51:00 AM,10860,10861.7,10857.15,10857.15,18375
11/29/2018 10:50:00 AM,10858.05,10862,10858,10860,22575
11/29/2018 10:49:00 AM,10859.1,10860,10858.05,10858.05,29175
11/29/2018 10:48:00 AM,10863.45,10863.55,10859.1,10859.1,14625
11/29/2018 10:47:00 AM,10865.25,10865.95,10863.05,10863.5,97875
11/29/2018 10:46:00 AM,10861,10866.9,10861,10865.25,32025
11/29/2018 10:45:00 AM,10858.05,10862.4,10858.05,10861.15,23625
11/29/2018 10:44:00 AM,10857,10858.7,10857,10858.05,25575
11/29/2018 10:43:00 AM,10857.2,10858.05,10856.25,10856.25,19500
11/29/2018 10:42:00 AM,10856.1,10858.95,10856.1,10857.1,21600
11/29/2018 10:41:00 AM,10856.95,10859.6,10855.25,10857,35325
11/29/2018 10:40:00 AM,10851.65,10857,10851.65,10856.95,15900
11/29/2018 10:39:00 AM,10854,10855,10851,10851.55,15600
11/29/2018 10:38:00 AM,10851.9,10854.55,10851,10854,16650
11/29/2018 10:37:00 AM,10849.85,10852,10849.25,10851.45,41850
11/29/2018 10:36:00 AM,10848.65,10849.9,10847.9,10849.9,11400
11/29/2018 10:35:00 AM,10850.85,10851,10848.2,10849,9600
11/29/2018 10:34:00 AM,10849,10851.15,10849,10850.85,78525
11/29/2018 10:33:00 AM,10850,10850.1,10849.3,10849.3,80700
11/29/2018 10:32:00 AM,10849.05,10850,10847.65,10849.2,170775
11/29/2018 10:31:00 AM,10850,10850,10847.25,10848.95,13875
11/29/2018 10:30:00 AM,10848.45,10850,10846.9,10850,38700
11/29/2018 10:29:00 AM,10846.15,10848.5,10846.15,10848.45,7875
11/29/2018 10:28:00 AM,10848.65,10848.7,10846.15,10846.15,10200
11/29/2018 10:27:00 AM,10845,10848.7,10845,10848.65,86025
11/29/2018 10:26:00 AM,10846,10847,10844.8,10845,12450
11/29/2018 10:25:00 AM,10847.7,10847.7,10845,10846,17550
11/29/2018 10:24:00 AM,10844.85,10847.2,10844.85,10847.2,9600
11/29/2018 10:23:00 AM,10844.15,10845.3,10843,10844.85,12300
11/29/2018 10:22:00 AM,10844.4,10844.45,10841.85,10844.15,11100
11/29/2018 10:21:00 AM,10846.1,10846.25,10841.3,10844.4,32250
11/29/2018 10:20:00 AM,10843.95,10846.15,10842.05,10846.1,25575
11/29/2018 10:19:00 AM,10844.5,10845.05,10842.05,10842.3,27450
11/29/2018 10:18:00 AM,10842.65,10844.8,10841.05,10844.5,33900
11/29/2018 10:17:00 AM,10841.35,10843.15,10840.5,10842.65,16275
11/29/2018 10:16:00 AM,10840.45,10841.35,10840.05,10841.35,21150
11/29/2018 10:15:00 AM,10838.8,10840.45,10837.05,10840.45,19800
11/29/2018 10:14:00 AM,10838.95,10839,10836.45,10836.45,13575
11/29/2018 10:13:00 AM,10837.2,10838.95,10835.55,10838.95,8925
11/29/2018 10:12:00 AM,10837.3,10838,10834.75,10837.2,19950
11/29/2018 10:11:00 AM,10840.5,10840.9,10837.3,10837.3,13050
11/29/2018 10:10:00 AM,10838,10840.65,10838,10840.45,87375
11/29/2018 10:09:00 AM,10836.6,10838,10835.75,10838,5325
11/29/2018 10:08:00 AM,10836.9,10838.9,10834.2,10836.4,96675
11/29/2018 10:07:00 AM,10838,10838.6,10834.65,10835.8,15600
11/29/2018 10:06:00 AM,10835.15,10838.5,10834.05,10838,11175
11/29/2018 10:05:00 AM,10835.45,10836,10833.9,10835.15,16125
11/29/2018 10:04:00 AM,10833.8,10835.8,10833,10835.45,24150
11/29/2018 10:03:00 AM,10830.9,10835.25,10830.9,10835.1,41325
11/29/2018 10:02:00 AM,10832.9,10833.25,10831,10831.8,12000
11/29/2018 10:01:00 AM,10835.05,10835.15,10832.9,10832.9,26100
11/29/2018 10:00:00 AM,10834.1,10835.75,10833.45,10835.05,13275
11/29/2018 9:59:00 AM,10833.15,10835.2,10832.25,10835,79800
11/29/2018 9:58:00 AM,10833,10833.95,10831,10833.15,32400
11/29/2018 9:57:00 AM,10834.45,10836,10833.6,10833.6,32925
11/29/2018 9:56:00 AM,10835,10835.8,10834.1,10834.4,33450
11/29/2018 9:55:00 AM,10836.65,10836.65,10835,10835,21225
11/29/2018 9:54:00 AM,10837.35,10839,10836.15,10836.65,43500
11/29/2018 9:53:00 AM,10837.1,10838.95,10836.05,10837.35,31725
11/29/2018 9:52:00 AM,10838.45,10838.5,10836.1,10837.1,18300
11/29/2018 9:51:00 AM,10839.05,10840.15,10838.1,10838.8,14550
11/29/2018 9:50:00 AM,10842,10842,10838.35,10839.9,21150
11/29/2018 9:49:00 AM,10841,10842.35,10839.9,10840.25,30975
11/29/2018 9:48:00 AM,10840.5,10842.35,10839.6,10840.35,34950
11/29/2018 9:47:00 AM,10838.25,10840.5,10838,10840.5,25800
11/29/2018 9:46:00 AM,10838.4,10840,10837.1,10838.25,15975
11/29/2018 9:45:00 AM,10838,10839.8,10836.85,10839,15150
11/29/2018 9:44:00 AM,10838,10838.75,10835.95,10838,10275
11/29/2018 9:43:00 AM,10838,10838.75,10835.15,10838,14100
11/29/2018 9:42:00 AM,10835.95,10838.9,10834.7,10838,35550
11/29/2018 9:41:00 AM,10836.25,10838.15,10836,10836.55,38325
11/29/2018 9:40:00 AM,10835,10837,10833.05,10836.25,49050
11/29/2018 9:39:00 AM,10834,10835,10833,10834,22350
11/29/2018 9:38:00 AM,10833.7,10835.85,10832.1,10834,51750
11/29/2018 9:37:00 AM,10834.7,10836,10832.9,10833.65,54675
11/29/2018 9:36:00 AM,10830.05,10834.85,10830,10834.85,34800
11/29/2018 9:35:00 AM,10828.5,10830.85,10828,10830.05,29775
11/29/2018 9:34:00 AM,10828.45,10830.95,10826.95,10828.6,26250
11/29/2018 9:33:00 AM,10825.75,10829,10825.75,10828.5,28875
11/29/2018 9:32:00 AM,10827.2,10828,10825.75,10825.75,21150
11/29/2018 9:31:00 AM,10827.55,10828.05,10827.1,10827.35,36450
11/29/2018 9:30:00 AM,10825.15,10830.6,10825.15,10827.95,129150
11/29/2018 9:29:00 AM,10827.5,10827.85,10825.2,10825.85,32325
11/29/2018 9:28:00 AM,10829.95,10831.2,10827,10827.5,22200
11/29/2018 9:27:00 AM,10830.95,10833.05,10828.05,10829.95,28050
11/29/2018 9:26:00 AM,10829.8,10832,10828.05,10830.05,21225
11/29/2018 9:25:00 AM,10826.65,10830.65,10826.3,10829.8,51375
11/29/2018 9:24:00 AM,10826.95,10828.5,10826.1,10827.2,27225
11/29/2018 9:23:00 AM,10828.5,10828.5,10826.1,10826.35,37200
11/29/2018 9:22:00 AM,10825.05,10828.9,10825.05,10828.5,34125
11/29/2018 9:21:00 AM,10820,10826.05,10820,10825,56775
11/29/2018 9:20:00 AM,10814.9,10819.7,10814.9,10819.7,37050
11/29/2018 9:19:00 AM,10816.15,10816.4,10812.2,10814.95,48750
11/29/2018 9:18:00 AM,10820.3,10821,10815.05,10816.7,38925
11/29/2018 9:17:00 AM,10815,10823.1,10815,10820.5,49725
11/29/2018 9:16:00 AM,10818.45,10818.45,10813.7,10815,101100
11/29/2018 9:15:00 AM,10834,10834,10814.75,10819.4,166050
