Date,FEDERALBNK-EQ O,FEDERALBNK-EQ H,FEDERALBNK-EQ L,FEDERALBNK-EQ C,FEDERALBNK-EQ V
11/22/2018 9:40:00 AM,82.7,82.7,82.6,82.65,25149
11/22/2018 9:39:00 AM,82.85,82.9,82.7,82.75,17865
11/22/2018 9:38:00 AM,82.9,82.9,82.8,82.9,6336
11/22/2018 9:37:00 AM,82.7,82.9,82.7,82.9,7103
11/22/2018 9:36:00 AM,82.7,82.75,82.7,82.7,11697
11/22/2018 9:35:00 AM,82.85,82.85,82.7,82.75,24093
11/22/2018 9:34:00 AM,82.75,82.9,82.75,82.9,21536
11/22/2018 9:33:00 AM,82.6,82.75,82.6,82.7,11137
11/22/2018 9:32:00 AM,82.7,82.75,82.55,82.6,39445
11/22/2018 9:31:00 AM,82.75,83.05,82.7,82.7,115350
11/22/2018 9:30:00 AM,82.75,82.8,82.75,82.75,40298
11/22/2018 9:29:00 AM,82.7,82.8,82.7,82.8,34842
11/22/2018 9:28:00 AM,82.65,82.8,82.6,82.7,45863
11/22/2018 9:27:00 AM,82.6,82.65,82.55,82.65,31101
11/22/2018 9:26:00 AM,82.55,82.6,82.5,82.55,44803
11/22/2018 9:25:00 AM,82.65,82.65,82.55,82.6,20457
11/22/2018 9:24:00 AM,82.7,82.8,82.6,82.65,44058
11/22/2018 9:23:00 AM,82.8,82.8,82.7,82.75,29339
11/22/2018 9:22:00 AM,82.75,82.8,82.65,82.8,89288
11/22/2018 9:21:00 AM,82.8,82.8,82.5,82.7,113239
11/22/2018 9:20:00 AM,82.95,83,82.75,82.75,82077
11/22/2018 9:19:00 AM,83.1,83.1,82.9,83,125421
11/22/2018 9:18:00 AM,83.15,83.25,83.05,83.1,89657
11/22/2018 9:17:00 AM,83.5,83.5,83.1,83.2,125264
11/22/2018 9:16:00 AM,83.6,83.6,83.4,83.5,90765
11/22/2018 9:15:00 AM,83.45,83.6,83.3,83.55,136965
11/21/2018 3:29:00 PM,83.15,83.25,83.1,83.25,57395
11/21/2018 3:28:00 PM,83.1,83.15,83.05,83.1,34922
11/21/2018 3:27:00 PM,83.1,83.15,83.05,83.05,36904
11/21/2018 3:26:00 PM,83.1,83.15,83.05,83.1,28898
11/21/2018 3:25:00 PM,82.95,83.1,82.9,83.05,24071
11/21/2018 3:24:00 PM,83.1,83.25,82.95,82.95,54531
11/21/2018 3:23:00 PM,82.95,83.2,82.9,83.1,338169
11/21/2018 3:22:00 PM,82.95,83.05,82.9,82.95,41637
11/21/2018 3:21:00 PM,82.85,83,82.85,82.95,56405
11/21/2018 3:20:00 PM,82.8,82.95,82.75,82.85,65387
11/21/2018 3:19:00 PM,82.8,82.85,82.75,82.8,44583
11/21/2018 3:18:00 PM,82.9,82.9,82.75,82.75,106550
11/21/2018 3:17:00 PM,82.85,83,82.85,82.9,62993
11/21/2018 3:16:00 PM,83.05,83.05,82.85,82.95,74029
11/21/2018 3:15:00 PM,83.05,83.15,82.95,82.95,129523
11/21/2018 3:14:00 PM,82.85,83.1,82.8,83.05,162559
11/21/2018 3:13:00 PM,82.75,83,82.75,82.85,247686
11/21/2018 3:12:00 PM,82.85,82.85,82.7,82.75,56638
11/21/2018 3:11:00 PM,82.8,82.9,82.8,82.85,37499
11/21/2018 3:10:00 PM,82.75,82.9,82.7,82.9,83099
11/21/2018 3:09:00 PM,82.85,82.9,82.7,82.7,114341
11/21/2018 3:08:00 PM,82.9,82.9,82.75,82.85,39763
11/21/2018 3:07:00 PM,82.7,82.85,82.7,82.85,27656
11/21/2018 3:06:00 PM,82.8,82.8,82.7,82.7,48638
11/21/2018 3:05:00 PM,82.85,82.9,82.75,82.8,23135
11/21/2018 3:04:00 PM,82.7,82.9,82.7,82.85,85889
11/21/2018 3:03:00 PM,82.75,82.8,82.7,82.7,17135
11/21/2018 3:02:00 PM,82.7,82.75,82.65,82.7,45578
11/21/2018 3:01:00 PM,82.85,82.9,82.7,82.8,43962
11/21/2018 3:00:00 PM,82.95,82.95,82.8,82.85,55699
11/21/2018 2:59:00 PM,82.9,82.95,82.85,82.9,24010
11/21/2018 2:58:00 PM,82.75,82.9,82.75,82.9,59099
11/21/2018 2:57:00 PM,82.85,82.9,82.75,82.75,31653
11/21/2018 2:56:00 PM,82.85,82.85,82.8,82.8,15716
11/21/2018 2:55:00 PM,82.8,82.8,82.7,82.8,18709
11/21/2018 2:54:00 PM,82.75,82.8,82.75,82.75,38981
11/21/2018 2:53:00 PM,82.85,82.85,82.75,82.75,40123
11/21/2018 2:52:00 PM,82.9,82.9,82.75,82.85,29494
11/21/2018 2:51:00 PM,82.8,82.9,82.75,82.9,39749
11/21/2018 2:50:00 PM,82.8,82.85,82.75,82.8,37682
11/21/2018 2:49:00 PM,82.6,82.8,82.6,82.75,68144
11/21/2018 2:48:00 PM,82.7,82.7,82.6,82.6,28226
11/21/2018 2:47:00 PM,82.7,82.75,82.65,82.65,15980
11/21/2018 2:46:00 PM,82.65,82.75,82.6,82.65,43028
11/21/2018 2:45:00 PM,82.75,82.75,82.65,82.65,35708
11/21/2018 2:44:00 PM,82.45,82.75,82.45,82.75,57680
11/21/2018 2:43:00 PM,82.65,82.75,82.45,82.5,83387
11/21/2018 2:42:00 PM,82.7,82.75,82.6,82.75,26784
11/21/2018 2:41:00 PM,82.65,82.75,82.6,82.65,69580
11/21/2018 2:40:00 PM,82.8,82.8,82.6,82.6,224092
11/21/2018 2:39:00 PM,82.6,82.95,82.55,82.8,227666
11/21/2018 2:38:00 PM,82.45,82.7,82.45,82.55,245101
11/21/2018 2:37:00 PM,82.35,82.5,82.25,82.5,110009
11/21/2018 2:36:00 PM,82.15,82.35,82.1,82.35,101287
11/21/2018 2:35:00 PM,82.25,82.3,82.15,82.15,38710
11/21/2018 2:34:00 PM,82.2,82.35,82.15,82.25,55809
11/21/2018 2:33:00 PM,82.2,82.2,82.15,82.2,53887
11/21/2018 2:32:00 PM,82.3,82.35,82.2,82.2,58528
11/21/2018 2:31:00 PM,82.3,82.4,82.25,82.35,111654
11/21/2018 2:30:00 PM,82.35,82.4,82.25,82.3,107757
11/21/2018 2:29:00 PM,82.25,82.4,82.2,82.3,135249
11/21/2018 2:28:00 PM,82.4,82.45,82.15,82.25,181008
11/21/2018 2:27:00 PM,82.15,82.45,82.1,82.35,338190
11/21/2018 2:26:00 PM,81.85,82.15,81.85,82.1,212968
11/21/2018 2:25:00 PM,81.7,81.9,81.7,81.85,141797
11/21/2018 2:24:00 PM,81.75,81.75,81.7,81.7,6821
11/21/2018 2:23:00 PM,81.75,81.75,81.65,81.75,58047
11/21/2018 2:22:00 PM,81.7,81.75,81.65,81.75,24167
11/21/2018 2:21:00 PM,81.75,81.75,81.65,81.7,20448
11/21/2018 2:20:00 PM,81.8,81.85,81.7,81.75,57581
11/21/2018 2:19:00 PM,81.75,81.85,81.75,81.8,32595
11/21/2018 2:18:00 PM,81.7,81.8,81.7,81.75,6978
11/21/2018 2:17:00 PM,81.65,81.75,81.65,81.7,11759
11/21/2018 2:16:00 PM,81.7,81.75,81.6,81.65,18826
11/21/2018 2:15:00 PM,81.7,81.75,81.65,81.7,18725
11/21/2018 2:14:00 PM,81.75,81.75,81.7,81.7,20991
11/21/2018 2:13:00 PM,81.6,81.7,81.6,81.7,59808
11/21/2018 2:12:00 PM,81.6,81.8,81.6,81.6,18579
11/21/2018 2:11:00 PM,81.7,81.7,81.5,81.6,56842
11/21/2018 2:10:00 PM,81.7,81.75,81.65,81.7,9854
11/21/2018 2:09:00 PM,81.75,81.75,81.65,81.7,7674
11/21/2018 2:08:00 PM,81.7,81.75,81.7,81.75,2549
11/21/2018 2:07:00 PM,81.8,81.8,81.7,81.7,17524
11/21/2018 2:06:00 PM,81.65,81.8,81.65,81.8,9396
11/21/2018 2:05:00 PM,81.65,81.7,81.65,81.7,21668
11/21/2018 2:04:00 PM,81.7,81.8,81.6,81.65,56561
11/21/2018 2:03:00 PM,81.8,81.8,81.7,81.7,40036
11/21/2018 2:02:00 PM,81.75,81.8,81.7,81.8,48136
11/21/2018 2:01:00 PM,81.75,81.8,81.65,81.75,58339
11/21/2018 2:00:00 PM,81.75,81.85,81.7,81.75,10174
11/21/2018 1:59:00 PM,81.8,81.9,81.75,81.75,16950
11/21/2018 1:58:00 PM,81.85,81.9,81.8,81.8,24533
11/21/2018 1:57:00 PM,81.75,81.9,81.75,81.85,26979
11/21/2018 1:56:00 PM,81.75,81.75,81.7,81.75,4281
11/21/2018 1:55:00 PM,81.8,81.9,81.7,81.75,27843
11/21/2018 1:54:00 PM,81.8,81.8,81.75,81.75,27433
11/21/2018 1:53:00 PM,81.7,81.8,81.7,81.75,18752
11/21/2018 1:52:00 PM,81.8,81.85,81.7,81.7,43499
11/21/2018 1:51:00 PM,81.8,81.95,81.8,81.85,27687
11/21/2018 1:50:00 PM,81.75,81.85,81.75,81.8,42221
11/21/2018 1:49:00 PM,81.8,81.85,81.7,81.75,65024
11/21/2018 1:48:00 PM,81.8,81.8,81.7,81.75,23903
11/21/2018 1:47:00 PM,81.75,81.95,81.65,81.8,107996
11/21/2018 1:46:00 PM,81.75,81.85,81.7,81.75,38722
11/21/2018 1:45:00 PM,81.8,81.9,81.75,81.75,73347
11/21/2018 1:44:00 PM,81.7,81.85,81.6,81.8,32092
11/21/2018 1:43:00 PM,81.75,81.85,81.65,81.65,55115
11/21/2018 1:42:00 PM,81.8,81.8,81.65,81.8,27650
11/21/2018 1:41:00 PM,81.75,81.8,81.7,81.8,28907
11/21/2018 1:40:00 PM,81.7,81.8,81.65,81.75,50727
11/21/2018 1:39:00 PM,81.45,81.8,81.45,81.7,191230
11/21/2018 1:38:00 PM,81.4,81.5,81.3,81.45,89735
11/21/2018 1:37:00 PM,81.3,81.45,81.3,81.4,19702
11/21/2018 1:36:00 PM,81.25,81.35,81.25,81.3,947
11/21/2018 1:35:00 PM,81.4,81.5,81.3,81.3,42000
11/21/2018 1:34:00 PM,81.35,81.4,81.35,81.4,11939
11/21/2018 1:33:00 PM,81.3,81.4,81.3,81.35,6360
11/21/2018 1:32:00 PM,81.35,81.4,81.3,81.3,3443
11/21/2018 1:31:00 PM,81.35,81.4,81.35,81.4,3295
11/21/2018 1:30:00 PM,81.3,81.4,81.3,81.35,7880
11/21/2018 1:29:00 PM,81.35,81.35,81.3,81.3,2167
11/21/2018 1:28:00 PM,81.4,81.4,81.3,81.3,4017
11/21/2018 1:27:00 PM,81.3,81.4,81.3,81.4,5183
11/21/2018 1:26:00 PM,81.45,81.45,81.35,81.35,17825
11/21/2018 1:25:00 PM,81.45,81.5,81.45,81.45,9121
11/21/2018 1:24:00 PM,81.45,81.5,81.4,81.5,13650
11/21/2018 1:23:00 PM,81.35,81.5,81.35,81.4,11637
11/21/2018 1:22:00 PM,81.35,81.4,81.35,81.35,11166
11/21/2018 1:21:00 PM,81.4,81.4,81.35,81.35,1450
11/21/2018 1:20:00 PM,81.4,81.4,81.35,81.4,2271
11/21/2018 1:19:00 PM,81.4,81.4,81.35,81.4,8291
11/21/2018 1:18:00 PM,81.35,81.4,81.3,81.4,2914
11/21/2018 1:17:00 PM,81.4,81.4,81.3,81.35,2919
11/21/2018 1:16:00 PM,81.4,81.4,81.35,81.4,5959
11/21/2018 1:15:00 PM,81.3,81.4,81.3,81.4,14457
11/21/2018 1:14:00 PM,81.35,81.35,81.25,81.3,2055
11/21/2018 1:13:00 PM,81.35,81.4,81.3,81.35,12759
11/21/2018 1:12:00 PM,81.3,81.4,81.3,81.3,2664
11/21/2018 1:11:00 PM,81.3,81.4,81.3,81.3,8148
11/21/2018 1:10:00 PM,81.35,81.4,81.3,81.3,16142
11/21/2018 1:09:00 PM,81.15,81.35,81.15,81.35,54872
11/21/2018 1:08:00 PM,81.2,81.2,81.15,81.15,2369
11/21/2018 1:07:00 PM,81.2,81.2,81.15,81.2,5087
11/21/2018 1:06:00 PM,81.2,81.2,81.15,81.2,1652
11/21/2018 1:05:00 PM,81.2,81.2,81.2,81.2,4402
11/21/2018 1:04:00 PM,81.15,81.2,81.15,81.2,7642
11/21/2018 1:03:00 PM,81.15,81.2,81.15,81.15,6884
11/21/2018 1:02:00 PM,81.15,81.2,81.15,81.15,1926
11/21/2018 1:01:00 PM,81.2,81.2,81.2,81.2,4690
11/21/2018 1:00:00 PM,81.2,81.25,81.2,81.2,1396
11/21/2018 12:59:00 PM,81.15,81.2,81.15,81.2,6552
11/21/2018 12:58:00 PM,81.25,81.25,81.15,81.2,20658
11/21/2018 12:57:00 PM,81.2,81.25,81.2,81.25,5156
11/21/2018 12:56:00 PM,81.25,81.25,81.2,81.2,1669
11/21/2018 12:55:00 PM,81.2,81.3,81.2,81.2,16994
11/21/2018 12:54:00 PM,81.25,81.25,81.2,81.2,4380
11/21/2018 12:53:00 PM,81.25,81.25,81.2,81.2,4189
11/21/2018 12:52:00 PM,81.25,81.35,81.25,81.25,4431
11/21/2018 12:51:00 PM,81.3,81.35,81.2,81.25,41649
11/21/2018 12:50:00 PM,81.3,81.35,81.25,81.3,4524
11/21/2018 12:49:00 PM,81.3,81.35,81.3,81.3,2284
11/21/2018 12:48:00 PM,81.35,81.35,81.3,81.3,4833
11/21/2018 12:47:00 PM,81.3,81.35,81.3,81.35,6164
11/21/2018 12:46:00 PM,81.35,81.35,81.3,81.35,8917
11/21/2018 12:45:00 PM,81.35,81.35,81.3,81.35,1174
11/21/2018 12:44:00 PM,81.35,81.35,81.3,81.35,5958
11/21/2018 12:43:00 PM,81.35,81.4,81.3,81.35,35281
11/21/2018 12:42:00 PM,81.3,81.45,81.3,81.35,57884
11/21/2018 12:41:00 PM,81.4,81.4,81.3,81.3,1827
11/21/2018 12:40:00 PM,81.35,81.4,81.3,81.4,9733
11/21/2018 12:39:00 PM,81.35,81.35,81.3,81.35,3048
11/21/2018 12:38:00 PM,81.4,81.4,81.35,81.35,3636
11/21/2018 12:37:00 PM,81.35,81.4,81.35,81.4,34976
11/21/2018 12:36:00 PM,81.3,81.4,81.3,81.4,14437
11/21/2018 12:35:00 PM,81.3,81.4,81.3,81.3,7102
11/21/2018 12:34:00 PM,81.3,81.4,81.3,81.3,15245
11/21/2018 12:33:00 PM,81.4,81.45,81.3,81.3,16549
11/21/2018 12:32:00 PM,81.5,81.5,81.4,81.4,7821
11/21/2018 12:31:00 PM,81.5,81.5,81.45,81.5,17225
11/21/2018 12:30:00 PM,81.45,81.5,81.45,81.5,11389
11/21/2018 12:29:00 PM,81.5,81.5,81.45,81.45,21067
11/21/2018 12:28:00 PM,81.5,81.5,81.4,81.5,30650
11/21/2018 12:27:00 PM,81.45,81.5,81.4,81.5,16496
11/21/2018 12:26:00 PM,81.45,81.5,81.4,81.45,4377
11/21/2018 12:25:00 PM,81.4,81.5,81.4,81.45,9744
11/21/2018 12:24:00 PM,81.25,81.45,81.25,81.4,20140
11/21/2018 12:23:00 PM,81.2,81.3,81.2,81.25,13703
11/21/2018 12:22:00 PM,81.25,81.3,81.2,81.25,7415
11/21/2018 12:21:00 PM,81.35,81.4,81.2,81.25,4043
11/21/2018 12:20:00 PM,81.4,81.4,81.3,81.35,15971
11/21/2018 12:19:00 PM,81.4,81.45,81.35,81.4,7336
11/21/2018 12:18:00 PM,81.4,81.5,81.35,81.4,82024
11/21/2018 12:17:00 PM,81.25,81.4,81.25,81.4,17562
11/21/2018 12:16:00 PM,81.2,81.3,81.15,81.25,14116
11/21/2018 12:15:00 PM,81.25,81.25,81.15,81.2,7660
11/21/2018 12:14:00 PM,81.3,81.3,81.2,81.25,9398
11/21/2018 12:13:00 PM,81.35,81.35,81.3,81.3,8789
11/21/2018 12:12:00 PM,81.3,81.35,81.25,81.3,8183
11/21/2018 12:11:00 PM,81.25,81.35,81.25,81.3,4994
11/21/2018 12:10:00 PM,81.1,81.35,81.1,81.25,84273
11/21/2018 12:09:00 PM,81.1,81.15,81.05,81.1,25257
11/21/2018 12:08:00 PM,81.1,81.1,81.05,81.1,1986
11/21/2018 12:07:00 PM,81.15,81.15,81.05,81.1,4223
11/21/2018 12:06:00 PM,81.1,81.15,81.05,81.1,9155
11/21/2018 12:05:00 PM,81.1,81.1,81.05,81.1,5514
11/21/2018 12:04:00 PM,81.05,81.2,81.05,81.1,53680
11/21/2018 12:03:00 PM,81,81.05,81,81.05,2494
11/21/2018 12:02:00 PM,81.05,81.05,81,81,3456
11/21/2018 12:01:00 PM,81.05,81.05,81,81.05,2102
11/21/2018 12:00:00 PM,80.95,81.05,80.9,81.05,16937
11/21/2018 11:59:00 AM,80.9,80.95,80.9,80.95,4836
11/21/2018 11:58:00 AM,80.95,81,80.9,80.95,5988
11/21/2018 11:57:00 AM,81,81.05,80.95,81,1178
11/21/2018 11:56:00 AM,81.1,81.1,80.95,81,5201
11/21/2018 11:55:00 AM,81.05,81.1,81.05,81.1,6415
11/21/2018 11:54:00 AM,81.05,81.15,81.05,81.05,17396
11/21/2018 11:53:00 AM,81.1,81.1,81,81.05,5813
11/21/2018 11:52:00 AM,81.15,81.15,81,81.1,30509
11/21/2018 11:51:00 AM,80.85,81.15,80.85,81.15,94547
11/21/2018 11:50:00 AM,80.85,80.9,80.8,80.85,17480
11/21/2018 11:49:00 AM,80.9,80.9,80.8,80.85,7241
11/21/2018 11:48:00 AM,80.85,80.9,80.8,80.9,2100
11/21/2018 11:47:00 AM,80.8,80.85,80.8,80.85,10866
11/21/2018 11:46:00 AM,80.75,80.8,80.75,80.8,2161
11/21/2018 11:45:00 AM,80.8,80.8,80.75,80.75,4370
11/21/2018 11:44:00 AM,80.7,80.8,80.7,80.8,301
11/21/2018 11:43:00 AM,80.7,80.8,80.7,80.7,8122
11/21/2018 11:42:00 AM,80.7,80.75,80.7,80.7,2974
11/21/2018 11:41:00 AM,80.8,80.8,80.7,80.7,1651
11/21/2018 11:40:00 AM,80.8,80.8,80.8,80.8,145
11/21/2018 11:39:00 AM,80.8,80.9,80.75,80.8,7216
11/21/2018 11:38:00 AM,80.85,80.9,80.8,80.9,5641
11/21/2018 11:37:00 AM,80.9,80.9,80.8,80.85,2386
11/21/2018 11:36:00 AM,80.75,80.9,80.75,80.9,18219
11/21/2018 11:35:00 AM,80.8,80.8,80.75,80.8,8579
11/21/2018 11:34:00 AM,80.75,80.8,80.7,80.8,7834
11/21/2018 11:33:00 AM,80.65,80.8,80.65,80.75,2719
11/21/2018 11:32:00 AM,80.7,80.75,80.6,80.65,4198
11/21/2018 11:31:00 AM,80.65,80.65,80.6,80.65,7437
11/21/2018 11:30:00 AM,80.75,80.75,80.65,80.65,18679
11/21/2018 11:29:00 AM,80.85,80.9,80.75,80.75,10490
11/21/2018 11:28:00 AM,80.9,80.9,80.8,80.8,9401
11/21/2018 11:27:00 AM,80.9,80.95,80.85,80.9,12370
11/21/2018 11:26:00 AM,80.9,81,80.9,80.9,21481
11/21/2018 11:25:00 AM,80.9,80.95,80.9,80.95,19371
11/21/2018 11:24:00 AM,80.9,80.95,80.9,80.95,14943
11/21/2018 11:23:00 AM,80.85,80.95,80.85,80.9,16068
11/21/2018 11:22:00 AM,80.7,80.95,80.65,80.85,69560
11/21/2018 11:21:00 AM,80.6,80.65,80.6,80.65,14387
11/21/2018 11:20:00 AM,80.6,80.65,80.6,80.65,7918
11/21/2018 11:19:00 AM,80.65,80.65,80.6,80.65,11083
11/21/2018 11:18:00 AM,80.4,80.65,80.4,80.6,111414
11/21/2018 11:17:00 AM,80.35,80.4,80.35,80.4,23501
11/21/2018 11:16:00 AM,80.4,80.4,80.35,80.35,551
11/21/2018 11:15:00 AM,80.45,80.45,80.4,80.4,1626
11/21/2018 11:14:00 AM,80.35,80.45,80.35,80.45,142
11/21/2018 11:13:00 AM,80.4,80.45,80.35,80.35,2170
11/21/2018 11:12:00 AM,80.45,80.45,80.35,80.4,2952
11/21/2018 11:11:00 AM,80.3,80.45,80.3,80.45,5561
11/21/2018 11:10:00 AM,80.35,80.4,80.3,80.3,9581
11/21/2018 11:09:00 AM,80.4,80.45,80.35,80.35,2123
11/21/2018 11:08:00 AM,80.45,80.45,80.35,80.35,4166
11/21/2018 11:07:00 AM,80.4,80.5,80.4,80.45,1704
11/21/2018 11:06:00 AM,80.5,80.5,80.4,80.4,2735
11/21/2018 11:05:00 AM,80.45,80.5,80.35,80.5,2017
11/21/2018 11:04:00 AM,80.45,80.5,80.45,80.45,15152
11/21/2018 11:03:00 AM,80.45,80.5,80.45,80.45,7055
11/21/2018 11:02:00 AM,80.35,80.5,80.3,80.45,9411
11/21/2018 11:01:00 AM,80.3,80.4,80.3,80.35,2559
11/21/2018 11:00:00 AM,80.55,80.55,80.3,80.3,73830
11/21/2018 10:59:00 AM,80.5,80.55,80.5,80.5,7612
11/21/2018 10:58:00 AM,80.5,80.55,80.45,80.5,3974
11/21/2018 10:57:00 AM,80.6,80.6,80.45,80.5,18659
11/21/2018 10:56:00 AM,80.6,80.65,80.55,80.6,11093
11/21/2018 10:55:00 AM,80.6,80.7,80.6,80.7,18199
11/21/2018 10:54:00 AM,80.45,80.7,80.45,80.65,81701
11/21/2018 10:53:00 AM,80.45,80.45,80.4,80.45,40533
11/21/2018 10:52:00 AM,80.55,80.55,80.4,80.45,7187
11/21/2018 10:51:00 AM,80.45,80.55,80.45,80.55,15112
11/21/2018 10:50:00 AM,80.4,80.5,80.4,80.5,16377
11/21/2018 10:49:00 AM,80.4,80.55,80.35,80.4,61458
11/21/2018 10:48:00 AM,80.4,80.45,80.35,80.4,31241
11/21/2018 10:47:00 AM,80.25,80.45,80.25,80.4,65237
11/21/2018 10:46:00 AM,80.25,80.25,80.2,80.25,6807
11/21/2018 10:45:00 AM,80.05,80.25,80.05,80.25,16329
11/21/2018 10:44:00 AM,80.05,80.1,80,80.1,25682
11/21/2018 10:43:00 AM,79.9,80.1,79.9,80.05,16906
11/21/2018 10:42:00 AM,80,80,79.9,80,1873
11/21/2018 10:41:00 AM,79.9,80,79.9,80,2507
11/21/2018 10:40:00 AM,79.95,80,79.9,79.9,3944
11/21/2018 10:39:00 AM,80,80,79.9,79.95,14510
11/21/2018 10:38:00 AM,79.9,80,79.9,79.95,20108
11/21/2018 10:37:00 AM,79.8,79.85,79.8,79.85,21286
11/21/2018 10:36:00 AM,79.8,79.85,79.8,79.8,125
11/21/2018 10:35:00 AM,79.85,79.85,79.8,79.8,4336
11/21/2018 10:34:00 AM,79.8,79.85,79.8,79.85,1039
11/21/2018 10:33:00 AM,79.8,79.85,79.75,79.8,16354
11/21/2018 10:32:00 AM,79.75,79.85,79.7,79.8,17727
11/21/2018 10:31:00 AM,79.65,79.8,79.6,79.8,10374
11/21/2018 10:30:00 AM,79.7,79.75,79.6,79.65,43636
11/21/2018 10:29:00 AM,79.75,79.8,79.7,79.7,16878
11/21/2018 10:28:00 AM,79.75,79.8,79.75,79.75,7935
11/21/2018 10:27:00 AM,79.75,79.8,79.75,79.75,9035
11/21/2018 10:26:00 AM,79.9,79.95,79.75,79.75,51279
11/21/2018 10:25:00 AM,79.95,80,79.85,79.9,16559
11/21/2018 10:24:00 AM,79.95,80,79.9,79.9,18166
11/21/2018 10:23:00 AM,79.85,80,79.85,79.95,18158
11/21/2018 10:22:00 AM,79.85,79.85,79.8,79.8,1752
11/21/2018 10:21:00 AM,79.9,79.9,79.8,79.8,5609
11/21/2018 10:20:00 AM,79.95,79.95,79.85,79.85,3917
11/21/2018 10:19:00 AM,80,80,79.9,79.95,5080
11/21/2018 10:18:00 AM,80.05,80.1,80,80,4582
11/21/2018 10:17:00 AM,79.85,80.1,79.8,80.05,47192
11/21/2018 10:16:00 AM,79.9,79.9,79.85,79.85,4075
11/21/2018 10:15:00 AM,79.9,79.95,79.85,79.9,5149
11/21/2018 10:14:00 AM,79.95,80,79.9,79.9,22738
11/21/2018 10:13:00 AM,79.85,79.9,79.8,79.85,3500
11/21/2018 10:12:00 AM,79.9,79.9,79.8,79.8,14309
11/21/2018 10:11:00 AM,79.75,79.95,79.75,79.9,5824
11/21/2018 10:10:00 AM,79.95,79.95,79.75,79.8,27978
11/21/2018 10:09:00 AM,80.1,80.1,79.75,79.75,68777
11/21/2018 10:08:00 AM,80.15,80.15,80,80.1,18271
11/21/2018 10:07:00 AM,80.1,80.15,80.1,80.15,3506
11/21/2018 10:06:00 AM,80.1,80.15,80.1,80.1,2010
11/21/2018 10:05:00 AM,80.15,80.15,80.1,80.1,1630
11/21/2018 10:04:00 AM,80.2,80.2,80.1,80.15,2277
11/21/2018 10:03:00 AM,80.1,80.2,80.1,80.2,26335
11/21/2018 10:02:00 AM,80.1,80.15,80.05,80.1,14978
11/21/2018 10:01:00 AM,80.15,80.15,80.05,80.05,21106
11/21/2018 10:00:00 AM,80.2,80.2,80.1,80.1,3223
11/21/2018 9:59:00 AM,80.25,80.25,80.1,80.2,8323
11/21/2018 9:58:00 AM,80.25,80.25,80.2,80.25,3247
11/21/2018 9:57:00 AM,80.2,80.25,80.2,80.25,3186
11/21/2018 9:56:00 AM,80.25,80.25,80.2,80.2,2022
11/21/2018 9:55:00 AM,80.2,80.25,80.2,80.25,5305
11/21/2018 9:54:00 AM,80.3,80.35,80.2,80.2,5485
11/21/2018 9:53:00 AM,80.35,80.4,80.3,80.3,24399
11/21/2018 9:52:00 AM,80.35,80.45,80.35,80.4,3619
11/21/2018 9:51:00 AM,80.4,80.45,80.35,80.35,8697
11/21/2018 9:50:00 AM,80.25,80.45,80.2,80.4,58493
11/21/2018 9:49:00 AM,80.25,80.3,80.2,80.2,15638
11/21/2018 9:48:00 AM,80.2,80.3,80.2,80.2,7572
11/21/2018 9:47:00 AM,80.05,80.2,80.05,80.2,4096
11/21/2018 9:46:00 AM,80.15,80.2,80.05,80.05,45144
11/21/2018 9:45:00 AM,80.25,80.3,80.15,80.25,31438
11/21/2018 9:44:00 AM,80.3,80.3,80.25,80.25,3419
11/21/2018 9:43:00 AM,80.2,80.3,80.2,80.3,5100
11/21/2018 9:42:00 AM,80.2,80.25,80.2,80.2,5858
11/21/2018 9:41:00 AM,80.2,80.25,80.15,80.2,11877
11/21/2018 9:40:00 AM,80.2,80.2,80.15,80.2,5459
11/21/2018 9:39:00 AM,80.15,80.2,80.15,80.2,3696
11/21/2018 9:38:00 AM,80.2,80.2,80.15,80.15,3561
11/21/2018 9:37:00 AM,80.1,80.2,80.05,80.2,24422
11/21/2018 9:36:00 AM,80.2,80.2,80.05,80.05,42178
11/21/2018 9:35:00 AM,80.25,80.3,80.2,80.2,7996
11/21/2018 9:34:00 AM,80.2,80.35,80.2,80.25,10620
11/21/2018 9:33:00 AM,80.15,80.25,80.15,80.2,10657
11/21/2018 9:32:00 AM,80.25,80.3,80.15,80.15,19059
11/21/2018 9:31:00 AM,80.35,80.4,80.25,80.25,12584
11/21/2018 9:30:00 AM,80.35,80.45,80.35,80.35,5342
11/21/2018 9:29:00 AM,80.3,80.45,80.3,80.35,12152
11/21/2018 9:28:00 AM,80.4,80.4,80.3,80.3,16274
11/21/2018 9:27:00 AM,80.5,80.5,80.35,80.4,20609
11/21/2018 9:26:00 AM,80.5,80.5,80.3,80.5,26290
11/21/2018 9:25:00 AM,80.5,80.6,80.4,80.4,47523
11/21/2018 9:24:00 AM,80.45,80.5,80.3,80.5,46327
11/21/2018 9:23:00 AM,80.4,80.45,80.35,80.45,6751
11/21/2018 9:22:00 AM,80.35,80.4,80.3,80.4,4769
11/21/2018 9:21:00 AM,80.35,80.4,80.3,80.35,12759
11/21/2018 9:20:00 AM,80.1,80.35,80.1,80.3,28402
11/21/2018 9:19:00 AM,80.15,80.45,80,80.1,100777
11/21/2018 9:18:00 AM,80.2,80.3,80.15,80.25,23042
11/21/2018 9:17:00 AM,80.1,80.35,80.1,80.2,43779
11/21/2018 9:16:00 AM,80.15,80.2,79.95,80.2,66715
