Date,FEDERALBNK-EQ O,FEDERALBNK-EQ H,FEDERALBNK-EQ L,FEDERALBNK-EQ C,FEDERALBNK-EQ V
10/11/2018 1:59:00 PM,71.3,71.4,71.25,71.4,43331
10/11/2018 1:58:00 PM,71.4,71.45,71.25,71.35,47140
10/11/2018 1:57:00 PM,71.45,71.45,71.35,71.45,14723
10/11/2018 1:56:00 PM,71.6,71.6,71.35,71.45,42870
10/11/2018 1:55:00 PM,71.65,71.65,71.45,71.6,98235
10/11/2018 1:54:00 PM,71.8,71.8,71.65,71.7,6193
10/11/2018 1:53:00 PM,71.7,71.85,71.65,71.8,12100
10/11/2018 1:52:00 PM,71.75,71.75,71.6,71.7,6971
10/11/2018 1:51:00 PM,71.7,71.75,71.55,71.75,9373
10/11/2018 1:50:00 PM,71.7,71.75,71.6,71.7,7238
10/11/2018 1:49:00 PM,71.7,71.75,71.55,71.75,22887
10/11/2018 1:48:00 PM,71.65,71.7,71.6,71.7,10010
10/11/2018 1:47:00 PM,71.7,71.7,71.65,71.65,19468
10/11/2018 1:46:00 PM,71.7,71.8,71.65,71.7,5256
10/11/2018 1:45:00 PM,71.8,71.8,71.65,71.7,10341
10/11/2018 1:44:00 PM,71.8,71.8,71.75,71.8,10175
10/11/2018 1:43:00 PM,71.7,71.8,71.7,71.8,5404
10/11/2018 1:42:00 PM,71.6,71.7,71.55,71.7,5741
10/11/2018 1:41:00 PM,71.8,71.85,71.6,71.6,68115
10/11/2018 1:40:00 PM,71.9,71.9,71.75,71.8,9236
10/11/2018 1:39:00 PM,71.9,71.9,71.8,71.9,6095
10/11/2018 1:38:00 PM,71.85,71.9,71.8,71.9,16206
10/11/2018 1:37:00 PM,72,72,71.8,71.85,10036
10/11/2018 1:36:00 PM,72,72,71.85,72,6621
10/11/2018 1:35:00 PM,71.95,72,71.9,72,10858
10/11/2018 1:34:00 PM,71.85,71.95,71.85,71.95,21769
10/11/2018 1:33:00 PM,71.85,71.85,71.75,71.85,6091
10/11/2018 1:32:00 PM,71.75,71.85,71.75,71.85,13596
10/11/2018 1:31:00 PM,71.85,71.85,71.7,71.75,14345
10/11/2018 1:30:00 PM,71.8,71.85,71.8,71.85,10166
10/11/2018 1:29:00 PM,71.95,71.95,71.8,71.8,36788
10/11/2018 1:28:00 PM,72,72,71.9,71.95,11373
10/11/2018 1:27:00 PM,71.95,72,71.9,72,6177
10/11/2018 1:26:00 PM,71.95,71.95,71.9,71.95,5711
10/11/2018 1:25:00 PM,71.95,71.95,71.9,71.95,10513
10/11/2018 1:24:00 PM,71.95,71.95,71.85,71.95,6067
10/11/2018 1:23:00 PM,72,72,71.85,71.95,7879
10/11/2018 1:22:00 PM,72.2,72.2,71.95,72,35642
10/11/2018 1:21:00 PM,72.05,72.2,72.05,72.2,33677
10/11/2018 1:20:00 PM,72.15,72.15,72.05,72.05,8382
10/11/2018 1:19:00 PM,72.2,72.2,72.05,72.15,10937
10/11/2018 1:18:00 PM,72.15,72.2,72.1,72.2,8142
10/11/2018 1:17:00 PM,72.2,72.25,72.15,72.15,8947
10/11/2018 1:16:00 PM,72.3,72.3,72.2,72.2,25506
10/11/2018 1:15:00 PM,72.15,72.3,72.15,72.3,19091
10/11/2018 1:14:00 PM,72.2,72.2,72.1,72.2,11377
10/11/2018 1:13:00 PM,72.2,72.3,72.1,72.2,37378
10/11/2018 1:12:00 PM,72.15,72.25,72.1,72.2,18036
10/11/2018 1:11:00 PM,72.25,72.25,72.15,72.15,25263
10/11/2018 1:10:00 PM,72,72.25,71.95,72.25,41170
10/11/2018 1:09:00 PM,71.85,72.05,71.85,72,17553
10/11/2018 1:08:00 PM,71.95,72,71.85,71.85,58183
10/11/2018 1:07:00 PM,72,72.05,71.9,72,14906
10/11/2018 1:06:00 PM,72.1,72.15,72,72,35590
10/11/2018 1:05:00 PM,72,72.2,71.95,72.1,125163
10/11/2018 1:04:00 PM,71.9,72,71.8,72,18065
10/11/2018 1:03:00 PM,71.8,71.9,71.75,71.9,11600
10/11/2018 1:02:00 PM,71.8,71.85,71.75,71.8,31334
10/11/2018 1:01:00 PM,71.75,71.85,71.7,71.8,29071
10/11/2018 1:00:00 PM,71.8,71.85,71.75,71.8,11451
10/11/2018 12:59:00 PM,71.75,71.8,71.7,71.8,5654
10/11/2018 12:58:00 PM,71.85,71.9,71.7,71.8,12326
10/11/2018 12:57:00 PM,71.75,71.9,71.7,71.9,7861
10/11/2018 12:56:00 PM,71.7,71.8,71.7,71.75,15787
10/11/2018 12:55:00 PM,71.7,71.7,71.6,71.7,4951
10/11/2018 12:54:00 PM,71.7,71.7,71.6,71.7,13621
10/11/2018 12:53:00 PM,71.85,71.9,71.7,71.7,51097
10/11/2018 12:52:00 PM,71.75,71.85,71.7,71.85,27763
10/11/2018 12:51:00 PM,71.7,71.75,71.65,71.75,10125
10/11/2018 12:50:00 PM,71.75,71.75,71.65,71.75,4972
10/11/2018 12:49:00 PM,71.65,71.75,71.6,71.75,9323
10/11/2018 12:48:00 PM,71.65,71.7,71.55,71.65,15580
10/11/2018 12:47:00 PM,71.7,71.7,71.6,71.65,5214
10/11/2018 12:46:00 PM,71.65,71.7,71.55,71.7,15548
10/11/2018 12:45:00 PM,71.5,71.65,71.4,71.65,37610
10/11/2018 12:44:00 PM,71.5,71.5,71.4,71.5,9714
10/11/2018 12:43:00 PM,71.6,71.6,71.45,71.5,10953
10/11/2018 12:42:00 PM,71.55,71.6,71.5,71.6,12258
10/11/2018 12:41:00 PM,71.45,71.55,71.4,71.55,33839
10/11/2018 12:40:00 PM,71.45,71.45,71.35,71.45,9930
10/11/2018 12:39:00 PM,71.6,71.6,71.35,71.45,53016
10/11/2018 12:38:00 PM,71.65,71.65,71.5,71.55,21988
10/11/2018 12:37:00 PM,71.65,71.65,71.5,71.65,10751
10/11/2018 12:36:00 PM,71.6,71.65,71.55,71.65,26262
10/11/2018 12:35:00 PM,71.5,71.6,71.5,71.6,21554
10/11/2018 12:34:00 PM,71.5,71.55,71.4,71.5,9634
10/11/2018 12:33:00 PM,71.4,71.5,71.35,71.5,9050
10/11/2018 12:32:00 PM,71.4,71.45,71.35,71.4,28275
10/11/2018 12:31:00 PM,71.4,71.4,71.35,71.4,17095
10/11/2018 12:30:00 PM,71.55,71.55,71.3,71.4,80795
10/11/2018 12:29:00 PM,71.55,71.55,71.5,71.55,6726
10/11/2018 12:28:00 PM,71.7,71.7,71.5,71.55,6719
10/11/2018 12:27:00 PM,71.7,71.7,71.55,71.7,19962
10/11/2018 12:26:00 PM,71.7,71.7,71.65,71.7,6845
10/11/2018 12:25:00 PM,71.65,71.75,71.65,71.7,23757
10/11/2018 12:24:00 PM,71.65,71.65,71.55,71.65,13586
10/11/2018 12:23:00 PM,71.6,71.65,71.55,71.65,7389
10/11/2018 12:22:00 PM,71.55,71.6,71.5,71.6,13209
10/11/2018 12:21:00 PM,71.65,71.65,71.5,71.55,8105
10/11/2018 12:20:00 PM,71.6,71.65,71.5,71.65,12898
10/11/2018 12:19:00 PM,71.55,71.65,71.5,71.6,9185
10/11/2018 12:18:00 PM,71.65,71.65,71.5,71.55,9068
10/11/2018 12:17:00 PM,71.7,71.7,71.55,71.65,11422
10/11/2018 12:16:00 PM,71.65,71.7,71.55,71.7,37223
10/11/2018 12:15:00 PM,71.65,71.7,71.6,71.65,16542
10/11/2018 12:14:00 PM,71.7,71.7,71.6,71.65,16090
10/11/2018 12:13:00 PM,71.6,71.7,71.5,71.7,25768
10/11/2018 12:12:00 PM,71.55,71.65,71.55,71.6,8035
10/11/2018 12:11:00 PM,71.5,71.6,71.45,71.6,15893
10/11/2018 12:10:00 PM,71.4,71.55,71.4,71.5,15243
10/11/2018 12:09:00 PM,71.45,71.45,71.25,71.4,40136
10/11/2018 12:08:00 PM,71.45,71.5,71.35,71.45,10943
10/11/2018 12:07:00 PM,71.45,71.5,71.4,71.45,14274
10/11/2018 12:06:00 PM,71.6,71.6,71.4,71.45,57907
10/11/2018 12:05:00 PM,71.65,71.65,71.55,71.6,12973
10/11/2018 12:04:00 PM,71.7,71.7,71.6,71.6,30697
10/11/2018 12:03:00 PM,71.7,71.7,71.65,71.7,8864
10/11/2018 12:02:00 PM,71.65,71.8,71.65,71.7,23426
10/11/2018 12:01:00 PM,71.65,71.7,71.6,71.65,14518
10/11/2018 12:00:00 PM,71.75,71.75,71.6,71.65,13517
10/11/2018 11:59:00 AM,71.5,71.75,71.5,71.75,55684
10/11/2018 11:58:00 AM,71.5,71.5,71.45,71.5,25744
10/11/2018 11:57:00 AM,71.5,71.5,71.45,71.5,42411
10/11/2018 11:56:00 AM,71.5,71.5,71.45,71.5,32290
10/11/2018 11:55:00 AM,71.45,71.5,71.45,71.5,26210
10/11/2018 11:54:00 AM,71.5,71.5,71.45,71.5,73882
10/11/2018 11:53:00 AM,71.5,71.5,71.45,71.5,166727
10/11/2018 11:52:00 AM,71.45,71.5,71.4,71.5,51086
10/11/2018 11:51:00 AM,71.5,71.5,71.45,71.45,33486
10/11/2018 11:50:00 AM,71.35,71.5,71.35,71.5,18060
10/11/2018 11:49:00 AM,71.5,71.5,71.3,71.35,35469
10/11/2018 11:48:00 AM,71.5,71.5,71.4,71.5,11720
10/11/2018 11:47:00 AM,71.5,71.5,71.45,71.5,27914
10/11/2018 11:46:00 AM,71.5,71.5,71.45,71.5,14674
10/11/2018 11:45:00 AM,71.5,71.5,71.45,71.5,24884
10/11/2018 11:44:00 AM,71.45,71.5,71.45,71.5,19922
10/11/2018 11:43:00 AM,71.45,71.45,71.4,71.45,9942
10/11/2018 11:42:00 AM,71.4,71.45,71.35,71.45,9399
10/11/2018 11:41:00 AM,71.4,71.4,71.3,71.4,21520
10/11/2018 11:40:00 AM,71.5,71.5,71.3,71.4,10092
10/11/2018 11:39:00 AM,71.5,71.5,71.45,71.5,42607
10/11/2018 11:38:00 AM,71.5,71.5,71.5,71.5,27432
10/11/2018 11:37:00 AM,71.45,71.5,71.45,71.5,16624
10/11/2018 11:36:00 AM,71.5,71.5,71.4,71.45,51840
10/11/2018 11:35:00 AM,71.45,71.5,71.45,71.5,20726
10/11/2018 11:34:00 AM,71.5,71.5,71.4,71.45,29880
10/11/2018 11:33:00 AM,71.5,71.5,71.4,71.5,9940
10/11/2018 11:32:00 AM,71.45,71.5,71.4,71.5,25519
10/11/2018 11:31:00 AM,71.5,71.55,71.4,71.45,73154
10/11/2018 11:30:00 AM,71.5,71.5,71.4,71.5,28483
10/11/2018 11:29:00 AM,71.5,71.5,71.45,71.5,9242
10/11/2018 11:28:00 AM,71.4,71.5,71.35,71.5,36306
10/11/2018 11:27:00 AM,71.4,71.45,71.3,71.4,22398
10/11/2018 11:26:00 AM,71.35,71.4,71.3,71.4,12696
10/11/2018 11:25:00 AM,71.3,71.35,71.25,71.35,11827
10/11/2018 11:24:00 AM,71.3,71.35,71.25,71.3,10099
10/11/2018 11:23:00 AM,71.3,71.35,71.2,71.3,18409
10/11/2018 11:22:00 AM,71.2,71.3,71.15,71.3,20888
10/11/2018 11:21:00 AM,71.2,71.35,71.2,71.2,19966
10/11/2018 11:20:00 AM,71.3,71.35,71.1,71.2,53792
10/11/2018 11:19:00 AM,71.4,71.4,71.25,71.3,17611
10/11/2018 11:18:00 AM,71.4,71.4,71.3,71.4,18058
10/11/2018 11:17:00 AM,71.4,71.4,71.3,71.4,7999
10/11/2018 11:16:00 AM,71.3,71.4,71.3,71.4,7188
10/11/2018 11:15:00 AM,71.45,71.45,71.2,71.35,38857
10/11/2018 11:14:00 AM,71.5,71.5,71.35,71.45,24138
10/11/2018 11:13:00 AM,71.45,71.5,71.45,71.5,5226
10/11/2018 11:12:00 AM,71.5,71.5,71.4,71.45,7788
10/11/2018 11:11:00 AM,71.5,71.5,71.35,71.5,28469
10/11/2018 11:10:00 AM,71.5,71.5,71.45,71.5,10793
10/11/2018 11:09:00 AM,71.45,71.5,71.4,71.5,9215
10/11/2018 11:08:00 AM,71.5,71.5,71.4,71.45,32853
10/11/2018 11:07:00 AM,71.5,71.5,71.45,71.5,7748
10/11/2018 11:06:00 AM,71.5,71.5,71.4,71.5,13205
10/11/2018 11:05:00 AM,71.5,71.5,71.45,71.5,7319
10/11/2018 11:04:00 AM,71.5,71.5,71.45,71.5,12862
10/11/2018 11:03:00 AM,71.4,71.5,71.4,71.45,20817
10/11/2018 11:02:00 AM,71.45,71.45,71.3,71.4,16304
10/11/2018 11:01:00 AM,71.5,71.5,71.4,71.45,8682
10/11/2018 11:00:00 AM,71.45,71.5,71.45,71.5,7687
10/11/2018 10:59:00 AM,71.55,71.55,71.35,71.45,51935
10/11/2018 10:58:00 AM,71.55,71.6,71.5,71.6,6208
10/11/2018 10:57:00 AM,71.7,71.7,71.55,71.55,25639
10/11/2018 10:56:00 AM,71.7,71.7,71.65,71.7,18374
10/11/2018 10:55:00 AM,71.7,71.7,71.65,71.7,11665
10/11/2018 10:54:00 AM,71.9,71.9,71.7,71.7,82489
10/11/2018 10:53:00 AM,71.9,71.9,71.75,71.9,14617
10/11/2018 10:52:00 AM,71.85,71.9,71.8,71.85,10023
10/11/2018 10:51:00 AM,71.8,71.9,71.8,71.85,9530
10/11/2018 10:50:00 AM,72.05,72.05,71.8,71.85,28373
10/11/2018 10:49:00 AM,72.05,72.05,71.95,72.05,5012
10/11/2018 10:48:00 AM,72.05,72.05,71.95,72.05,22928
