Date,IDFCBANK18DECFUT O,IDFCBANK18DECFUT H,IDFCBANK18DECFUT L,IDFCBANK18DECFUT C,IDFCBANK18DECFUT V
11/29/2018 10:43:00 AM,38.45,38.5,38.45,38.5,88000
11/29/2018 10:42:00 AM,38.45,38.45,38.45,38.45,22000
11/29/2018 10:41:00 AM,38.45,38.5,38.45,38.45,176000
11/29/2018 10:40:00 AM,38.45,38.45,38.45,38.45,22000
11/29/2018 10:39:00 AM,38.45,38.45,38.45,38.45,66000
11/29/2018 10:38:00 AM,38.45,38.5,38.45,38.45,484000
11/29/2018 10:37:00 AM,38.45,38.5,38.45,38.5,242000
11/29/2018 10:36:00 AM,38.45,38.45,38.4,38.45,220000
11/29/2018 10:35:00 AM,38.45,38.45,38.45,38.45,99000
11/29/2018 10:34:00 AM,38.45,38.45,38.45,38.45,22000
11/29/2018 10:33:00 AM,38.45,38.45,38.45,38.45,2563000
11/29/2018 10:32:00 AM,38.55,38.55,38.5,38.5,242000
11/29/2018 10:31:00 AM,38.55,38.55,38.55,38.55,66000
11/29/2018 10:30:00 AM,38.55,38.55,38.55,38.55,99000
11/29/2018 10:29:00 AM,38.6,38.6,38.55,38.55,33000
11/29/2018 10:28:00 AM,38.6,38.6,38.6,38.6,22000
11/29/2018 10:27:00 AM,38.6,38.6,38.6,38.6,88000
11/29/2018 10:26:00 AM,38.5,38.6,38.5,38.6,242000
11/29/2018 10:25:00 AM,38.55,38.55,38.55,38.55,209000
11/29/2018 10:24:00 AM,38.55,38.6,38.55,38.55,143000
11/29/2018 10:23:00 AM,38.55,38.6,38.55,38.55,154000
11/29/2018 10:22:00 AM,38.6,38.65,38.55,38.55,55000
11/29/2018 10:21:00 AM,38.6,38.6,38.6,38.6,176000
11/29/2018 10:20:00 AM,38.6,38.65,38.6,38.6,1111000
11/29/2018 10:19:00 AM,38.6,38.6,38.6,38.6,1859000
11/29/2018 10:18:00 AM,38.65,38.65,38.55,38.6,253000
11/29/2018 10:17:00 AM,38.6,38.6,38.6,38.6,110000
11/29/2018 10:16:00 AM,38.6,38.6,38.6,38.6,66000
11/29/2018 10:15:00 AM,38.6,38.6,38.6,38.6,22000
11/29/2018 10:14:00 AM,38.6,38.6,38.6,38.6,77000
11/29/2018 10:13:00 AM,38.6,38.6,38.6,38.6,143000
11/29/2018 10:12:00 AM,38.5,38.55,38.5,38.55,55000
11/29/2018 10:11:00 AM,38.55,38.55,38.5,38.5,110000
11/29/2018 10:10:00 AM,38.55,38.55,38.5,38.5,99000
11/29/2018 10:09:00 AM,38.5,38.5,38.5,38.5,2904000
11/29/2018 10:08:00 AM,38.45,38.5,38.45,38.5,308000
11/29/2018 10:07:00 AM,38.5,38.5,38.45,38.45,121000
11/29/2018 10:06:00 AM,38.45,38.5,38.45,38.45,198000
11/29/2018 10:05:00 AM,38.5,38.5,38.45,38.45,198000
11/29/2018 10:04:00 AM,38.5,38.5,38.5,38.5,88000
11/29/2018 10:03:00 AM,38.5,38.5,38.5,38.5,165000
11/29/2018 10:02:00 AM,38.5,38.5,38.5,38.5,44000
11/29/2018 10:01:00 AM,38.55,38.6,38.5,38.5,77000
11/29/2018 10:00:00 AM,38.45,38.55,38.45,38.55,638000
11/29/2018 9:59:00 AM,38.45,38.45,38.45,38.45,462000
11/29/2018 9:58:00 AM,38.5,38.5,38.5,38.5,165000
11/29/2018 9:57:00 AM,38.55,38.55,38.5,38.5,55000
11/29/2018 9:56:00 AM,38.5,38.55,38.5,38.55,55000
11/29/2018 9:55:00 AM,38.5,38.55,38.5,38.5,231000
11/29/2018 9:54:00 AM,38.55,38.55,38.5,38.5,88000
11/29/2018 9:53:00 AM,38.5,38.55,38.5,38.55,220000
11/29/2018 9:52:00 AM,38.5,38.55,38.5,38.5,132000
11/29/2018 9:51:00 AM,38.55,38.55,38.5,38.5,66000
11/29/2018 9:50:00 AM,38.5,38.55,38.45,38.55,1001000
11/29/2018 9:49:00 AM,38.5,38.5,38.45,38.45,605000
11/29/2018 9:48:00 AM,38.45,38.45,38.45,38.45,110000
11/29/2018 9:47:00 AM,38.5,38.5,38.45,38.5,99000
11/29/2018 9:46:00 AM,38.5,38.55,38.45,38.45,132000
11/29/2018 9:45:00 AM,38.5,38.55,38.5,38.5,209000
11/29/2018 9:44:00 AM,38.7,38.7,38.45,38.45,352000
11/29/2018 9:43:00 AM,38.65,38.7,38.65,38.7,11000
11/29/2018 9:42:00 AM,38.65,38.65,38.65,38.65,66000
11/29/2018 9:41:00 AM,38.7,38.7,38.65,38.65,44000
11/29/2018 9:40:00 AM,38.65,38.7,38.65,38.65,88000
11/29/2018 9:39:00 AM,38.75,38.75,38.65,38.65,132000
11/29/2018 9:38:00 AM,38.75,38.75,38.75,38.75,154000
11/29/2018 9:37:00 AM,38.65,38.7,38.65,38.7,66000
11/29/2018 9:36:00 AM,38.65,38.65,38.65,38.65,165000
11/29/2018 9:35:00 AM,38.7,38.7,38.6,38.65,88000
11/29/2018 9:34:00 AM,38.65,38.7,38.65,38.7,374000
11/29/2018 9:33:00 AM,38.8,38.8,38.7,38.7,308000
11/29/2018 9:32:00 AM,38.85,38.85,38.8,38.8,187000
11/29/2018 9:31:00 AM,38.85,38.85,38.85,38.85,198000
11/29/2018 9:30:00 AM,38.8,38.85,38.8,38.85,363000
11/29/2018 9:29:00 AM,38.8,38.85,38.75,38.85,154000
11/29/2018 9:28:00 AM,38.8,38.85,38.8,38.8,77000
11/29/2018 9:27:00 AM,38.85,38.85,38.8,38.8,220000
11/29/2018 9:26:00 AM,38.8,38.9,38.8,38.85,88000
11/29/2018 9:25:00 AM,38.9,38.9,38.8,38.8,22000
11/29/2018 9:24:00 AM,38.9,38.9,38.9,38.9,22000
11/29/2018 9:23:00 AM,38.8,38.9,38.8,38.9,275000
11/29/2018 9:22:00 AM,38.9,38.9,38.85,38.85,319000
11/29/2018 9:21:00 AM,38.95,38.95,38.9,38.9,88000
11/29/2018 9:20:00 AM,38.95,38.95,38.95,38.95,286000
11/29/2018 9:19:00 AM,38.9,38.95,38.85,38.95,341000
11/29/2018 9:18:00 AM,38.85,38.85,38.85,38.85,143000
11/29/2018 9:17:00 AM,38.95,39.05,38.9,38.9,286000
11/29/2018 9:16:00 AM,39,39,38.95,38.95,176000
11/29/2018 9:15:00 AM,38.95,39.05,38.95,39,143000
11/28/2018 3:29:00 PM,38.9,38.9,38.85,38.9,66000
11/28/2018 3:28:00 PM,38.95,38.95,38.9,38.9,88000
11/28/2018 3:27:00 PM,38.8,38.85,38.8,38.85,297000
11/28/2018 3:26:00 PM,38.85,38.85,38.8,38.8,44000
11/28/2018 3:25:00 PM,38.85,38.85,38.85,38.85,22000
11/28/2018 3:24:00 PM,38.85,38.85,38.85,38.85,44000
11/28/2018 3:23:00 PM,38.85,38.9,38.85,38.9,66000
11/28/2018 3:22:00 PM,38.85,38.85,38.85,38.85,22000
11/28/2018 3:21:00 PM,38.8,38.85,38.8,38.85,22000
11/28/2018 3:20:00 PM,38.8,38.8,38.8,38.8,110000
11/28/2018 3:19:00 PM,38.8,38.8,38.8,38.8,110000
11/28/2018 3:18:00 PM,38.9,38.9,38.8,38.8,55000
11/28/2018 3:17:00 PM,38.85,38.9,38.85,38.85,726000
11/28/2018 3:16:00 PM,38.85,38.9,38.85,38.85,66000
11/28/2018 3:15:00 PM,38.85,38.85,38.85,38.85,22000
11/28/2018 3:14:00 PM,38.85,38.85,38.85,38.85,0
11/28/2018 3:13:00 PM,38.95,38.95,38.85,38.85,66000
11/28/2018 3:12:00 PM,38.95,38.95,38.95,38.95,44000
11/28/2018 3:11:00 PM,38.95,38.95,38.95,38.95,99000
11/28/2018 3:10:00 PM,38.95,38.95,38.95,38.95,11000
