Date,AXISBANK18DECFUT O,AXISBANK18DECFUT H,AXISBANK18DECFUT L,AXISBANK18DECFUT C,AXISBANK18DECFUT V
11/29/2018 1:29:00 PM,627.5,627.6,627.25,627.25,26400
11/29/2018 1:28:00 PM,627,627.5,627,627.5,4800
11/29/2018 1:27:00 PM,627.9,627.9,626.95,627,70800
11/29/2018 1:26:00 PM,627.6,628.1,627.6,627.9,19200
11/29/2018 1:25:00 PM,627.85,628.1,627.75,627.8,31200
11/29/2018 1:24:00 PM,627.35,628.5,627.35,627.85,120000
11/29/2018 1:23:00 PM,626.8,627.35,626.7,627.35,33600
11/29/2018 1:22:00 PM,627.15,627.35,626.75,626.75,24000
11/29/2018 1:21:00 PM,626.95,627.25,626.85,627.15,46800
11/29/2018 1:20:00 PM,626.9,627.1,626.8,626.95,45600
11/29/2018 1:19:00 PM,627.2,627.3,626.9,626.9,27600
11/29/2018 1:18:00 PM,627.7,627.7,627,627.2,22800
11/29/2018 1:17:00 PM,627.8,627.8,627.45,627.7,26400
11/29/2018 1:16:00 PM,627.7,628.2,627.35,627.6,134400
11/29/2018 1:15:00 PM,626.5,627.7,626.35,627.7,146400
11/29/2018 1:14:00 PM,626.8,627.3,626.25,626.5,97200
11/29/2018 1:13:00 PM,626.15,626.95,626.05,626.8,122400
11/29/2018 1:12:00 PM,625.65,626.05,625.65,626,45600
11/29/2018 1:11:00 PM,625.8,625.8,624.95,625.65,63600
11/29/2018 1:10:00 PM,625.05,625.8,625,625.8,103200
11/29/2018 1:09:00 PM,624.8,625.05,624.5,625.05,88800
11/29/2018 1:08:00 PM,624.35,624.75,624.3,624.75,36000
11/29/2018 1:07:00 PM,624.55,625.05,624.15,624.15,52800
11/29/2018 1:06:00 PM,623.9,624.6,623.85,624.55,24000
11/29/2018 1:05:00 PM,624,624.15,623.15,623.9,55200
11/29/2018 1:04:00 PM,624.25,624.4,623.8,624,46800
11/29/2018 1:03:00 PM,624.85,624.85,623.55,624.2,99600
11/29/2018 1:02:00 PM,625.65,626,624.75,624.75,122400
11/29/2018 1:01:00 PM,625.5,625.7,625.45,625.65,20400
11/29/2018 1:00:00 PM,625.9,625.95,625.4,625.6,45600
11/29/2018 12:59:00 PM,625.85,625.95,625.7,625.9,32400
11/29/2018 12:58:00 PM,625.75,626.4,625.7,625.85,32400
11/29/2018 12:57:00 PM,626.3,626.3,625.35,625.75,28800
11/29/2018 12:56:00 PM,626.3,626.7,626.25,626.3,46800
11/29/2018 12:55:00 PM,626.25,626.45,626.1,626.3,26400
11/29/2018 12:54:00 PM,626.8,626.9,626.4,626.4,68400
11/29/2018 12:53:00 PM,626.5,627,626.5,626.8,261600
11/29/2018 12:52:00 PM,627.25,627.25,626.5,626.5,21600
11/29/2018 12:51:00 PM,627.9,628.05,627.2,627.25,153600
11/29/2018 12:50:00 PM,626.2,627.8,626.2,627.8,44400
11/29/2018 12:49:00 PM,626.8,626.8,626.05,626.2,52800
11/29/2018 12:48:00 PM,627.1,627.6,626.7,626.7,56400
11/29/2018 12:47:00 PM,627.4,627.8,627.1,627.1,26400
11/29/2018 12:46:00 PM,627.85,627.95,627.25,627.25,50400
11/29/2018 12:45:00 PM,627.55,628.1,627.55,627.85,20400
11/29/2018 12:44:00 PM,627.7,627.85,627.55,627.55,44400
11/29/2018 12:43:00 PM,627,627.7,627,627.7,104400
11/29/2018 12:42:00 PM,627.05,627.4,626.8,627,80400
11/29/2018 12:41:00 PM,626.8,627.1,626.6,627.05,40800
11/29/2018 12:40:00 PM,626.9,627.25,625.9,626.9,76800
11/29/2018 12:39:00 PM,626.95,627.2,626.8,627.15,24000
11/29/2018 12:38:00 PM,626.45,626.95,626.25,626.95,33600
11/29/2018 12:37:00 PM,626.15,626.45,626,626.45,18000
11/29/2018 12:36:00 PM,626,626.25,625.75,626.15,25200
11/29/2018 12:35:00 PM,626.35,626.4,625.7,626,45600
11/29/2018 12:34:00 PM,625.7,626.6,625.7,626.35,21600
11/29/2018 12:33:00 PM,626.35,626.35,625.7,625.7,43200
11/29/2018 12:32:00 PM,625.6,626.4,625.6,626.4,15600
11/29/2018 12:31:00 PM,626.4,626.5,625.45,625.6,54000
11/29/2018 12:30:00 PM,625.6,626.65,625.5,626.4,64800
11/29/2018 12:29:00 PM,625,625.6,625,625.6,32400
11/29/2018 12:28:00 PM,624.95,625.5,624.7,625,140400
11/29/2018 12:27:00 PM,624.75,625.1,624.6,624.9,54000
11/29/2018 12:26:00 PM,625.25,625.35,624.6,624.75,176400
11/29/2018 12:25:00 PM,626.35,626.4,625.3,625.35,81600
11/29/2018 12:24:00 PM,626.3,626.5,626.2,626.3,28800
11/29/2018 12:23:00 PM,627.15,627.3,626.05,626.3,103200
11/29/2018 12:22:00 PM,627.4,627.4,627.1,627.15,26400
11/29/2018 12:21:00 PM,627.7,627.75,627.4,627.4,33600
11/29/2018 12:20:00 PM,627.45,627.95,627.25,627.6,94800
11/29/2018 12:19:00 PM,627.25,627.5,627.2,627.45,26400
11/29/2018 12:18:00 PM,627.05,627.5,627,627.25,25200
11/29/2018 12:17:00 PM,626.8,627.2,626.8,627.05,97200
11/29/2018 12:16:00 PM,627.85,627.9,626.9,626.9,156000
11/29/2018 12:15:00 PM,628,628.1,627.55,627.85,98400
11/29/2018 12:14:00 PM,628.5,628.5,627.8,628,27600
11/29/2018 12:13:00 PM,628.7,628.8,628.55,628.55,8400
11/29/2018 12:12:00 PM,628.75,628.85,628.4,628.7,80400
11/29/2018 12:11:00 PM,628.55,628.75,628.45,628.75,129600
11/29/2018 12:10:00 PM,628.7,629,628.55,628.55,13200
11/29/2018 12:09:00 PM,628.75,628.8,628.45,628.7,16800
11/29/2018 12:08:00 PM,628.35,628.65,628.35,628.65,74400
11/29/2018 12:07:00 PM,628.75,629.1,628.35,628.35,31200
11/29/2018 12:06:00 PM,628.55,628.9,628.25,628.75,25200
11/29/2018 12:05:00 PM,628.55,628.6,628.25,628.55,12000
11/29/2018 12:04:00 PM,628.55,629,628.55,628.55,21600
11/29/2018 12:03:00 PM,628.1,628.95,628.1,628.55,60000
11/29/2018 12:02:00 PM,627,628.45,627,628.1,19200
11/29/2018 12:01:00 PM,626.6,627.25,626.4,627,52800
11/29/2018 12:00:00 PM,628,628,626.75,626.9,66000
11/29/2018 11:59:00 AM,629.45,629.45,627.65,627.65,97200
11/29/2018 11:58:00 AM,629.85,629.85,629.15,629.45,21600
11/29/2018 11:57:00 AM,629.5,629.85,629.5,629.85,10800
11/29/2018 11:56:00 AM,629.5,629.7,629.5,629.5,13200
11/29/2018 11:55:00 AM,629.8,629.95,629.45,629.5,16800
11/29/2018 11:54:00 AM,629.75,629.8,629.55,629.8,13200
11/29/2018 11:53:00 AM,629.05,629.85,629.05,629.75,31200
11/29/2018 11:52:00 AM,628.8,629,628.7,629,12000
11/29/2018 11:51:00 AM,629.05,629.05,628.7,628.8,14400
11/29/2018 11:50:00 AM,629.7,629.7,628.85,629.05,55200
11/29/2018 11:49:00 AM,629.8,630,629.65,629.7,43200
11/29/2018 11:48:00 AM,629.75,629.85,629.55,629.75,20400
11/29/2018 11:47:00 AM,629.65,629.9,629.6,629.75,20400
11/29/2018 11:46:00 AM,629.6,629.75,629.4,629.65,14400
11/29/2018 11:45:00 AM,629.5,629.8,629.3,629.6,30000
11/29/2018 11:44:00 AM,630.25,630.35,629.5,629.5,50400
11/29/2018 11:43:00 AM,629.8,630.25,629.7,630.25,56400
11/29/2018 11:42:00 AM,629.45,629.8,629.25,629.8,14400
11/29/2018 11:41:00 AM,628.9,629.45,628.6,629.45,66000
11/29/2018 11:40:00 AM,629.75,629.8,628.55,628.85,135600
11/29/2018 11:39:00 AM,629.95,630.2,629.85,629.85,76800
11/29/2018 11:38:00 AM,630.8,630.85,629.95,629.95,108000
11/29/2018 11:37:00 AM,630.7,631.05,630.55,630.55,217200
11/29/2018 11:36:00 AM,630.3,630.7,630.05,630.55,45600
11/29/2018 11:35:00 AM,632.35,632.4,629.85,630.3,350400
11/29/2018 11:34:00 AM,632.45,632.45,632.2,632.35,24000
11/29/2018 11:33:00 AM,632.6,632.75,632.45,632.45,24000
11/29/2018 11:32:00 AM,632.95,633.05,632.45,632.6,78000
11/29/2018 11:31:00 AM,633.1,633.1,632.8,632.95,8400
11/29/2018 11:30:00 AM,633,633.15,633,633.1,19200
11/29/2018 11:29:00 AM,633,633.05,632.8,633,30000
11/29/2018 11:28:00 AM,633.5,633.5,632.75,633,43200
11/29/2018 11:27:00 AM,633.25,633.5,633.15,633.5,96000
11/29/2018 11:26:00 AM,633.4,633.65,633.1,633.25,72000
11/29/2018 11:25:00 AM,633.9,633.9,633,633,18000
11/29/2018 11:24:00 AM,634.5,634.5,633.8,633.9,19200
11/29/2018 11:23:00 AM,634.5,634.55,634.15,634.5,39600
11/29/2018 11:22:00 AM,634.65,634.9,634.5,634.5,90000
11/29/2018 11:21:00 AM,634.55,634.9,634,634.65,104400
11/29/2018 11:20:00 AM,634,634.8,633.95,634.55,146400
11/29/2018 11:19:00 AM,633.85,634.3,633.45,634.15,90000
11/29/2018 11:18:00 AM,633.9,634.15,633.45,634.1,151200
11/29/2018 11:17:00 AM,633.65,633.8,633.35,633.65,93600
11/29/2018 11:16:00 AM,633.7,633.8,633.3,633.65,45600
11/29/2018 11:15:00 AM,632.9,633.85,632.85,633.7,92400
11/29/2018 11:14:00 AM,632.95,633.2,632.8,633.1,32400
11/29/2018 11:13:00 AM,633,633,632.75,632.75,15600
11/29/2018 11:12:00 AM,632.5,633.1,632.5,633,7200
11/29/2018 11:11:00 AM,632.55,632.7,632.4,632.5,51600
11/29/2018 11:10:00 AM,632.9,633.1,632.5,632.55,303600
11/29/2018 11:09:00 AM,633.1,633.3,632.9,632.9,25200
11/29/2018 11:08:00 AM,633.5,633.5,632.8,633.1,84000
11/29/2018 11:07:00 AM,633.4,633.55,633.3,633.5,12000
11/29/2018 11:06:00 AM,633.85,633.85,633.35,633.4,27600
11/29/2018 11:05:00 AM,634,634,633.6,633.75,3600
11/29/2018 11:04:00 AM,634.05,634.15,633.75,634,26400
11/29/2018 11:03:00 AM,633.75,634.05,633.75,634.05,16800
11/29/2018 11:02:00 AM,633.65,634.1,633.5,633.75,22800
11/29/2018 11:01:00 AM,633.95,634.2,633.55,633.65,20400
11/29/2018 11:00:00 AM,633.8,633.95,633.8,633.95,54000
11/29/2018 10:59:00 AM,633.9,633.9,633.65,633.8,36000
11/29/2018 10:58:00 AM,634.35,634.4,634.1,634.1,14400
11/29/2018 10:57:00 AM,634.25,634.55,634.15,634.35,15600
11/29/2018 10:56:00 AM,634.45,634.45,634.15,634.3,22800
11/29/2018 10:55:00 AM,634.1,634.45,634.1,634.45,6000
11/29/2018 10:54:00 AM,634.1,634.1,634.1,634.1,0
11/29/2018 10:53:00 AM,634.45,634.95,634.05,634.1,24000
11/29/2018 10:52:00 AM,634.2,634.5,634.2,634.45,15600
11/29/2018 10:51:00 AM,633.75,634.2,633.75,634.2,9600
11/29/2018 10:50:00 AM,634.3,634.3,633.45,633.75,128400
11/29/2018 10:49:00 AM,634,634.35,633.8,634.3,39600
11/29/2018 10:48:00 AM,634.35,634.55,633.8,634.15,165600
11/29/2018 10:47:00 AM,635.15,635.15,634.2,634.35,133200
11/29/2018 10:46:00 AM,635.55,635.7,635.1,635.2,122400
11/29/2018 10:45:00 AM,634.85,635.7,634.7,635.4,30000
11/29/2018 10:44:00 AM,634.9,635.3,634.5,634.5,226800
11/29/2018 10:43:00 AM,635.35,635.4,634.9,634.9,70800
11/29/2018 10:42:00 AM,635.2,635.55,635.2,635.35,109200
11/29/2018 10:41:00 AM,635.9,635.9,635.3,635.3,86400
11/29/2018 10:40:00 AM,635.7,635.95,635.45,635.85,16800
11/29/2018 10:39:00 AM,635.8,636.5,635.7,635.7,44400
11/29/2018 10:38:00 AM,635.45,635.8,635.25,635.8,28800
11/29/2018 10:37:00 AM,635.35,635.45,634.8,635.45,69600
11/29/2018 10:36:00 AM,635.25,635.4,634.95,635.35,15600
11/29/2018 10:35:00 AM,635.25,635.5,635.2,635.25,30000
11/29/2018 10:34:00 AM,635.3,635.3,634.9,635.2,20400
11/29/2018 10:33:00 AM,635.05,635.4,635.05,635.3,15600
11/29/2018 10:32:00 AM,634.9,635.35,634.85,635.05,34800
11/29/2018 10:31:00 AM,635.4,635.45,634.4,635.05,36000
11/29/2018 10:30:00 AM,634.8,635.4,634.8,635.4,15600
11/29/2018 10:29:00 AM,635,635,634.8,634.8,3600
11/29/2018 10:28:00 AM,634.6,635,634.2,635,27600
11/29/2018 10:27:00 AM,633.95,634.6,633.95,634.6,49200
11/29/2018 10:26:00 AM,633.5,634.2,633.5,633.95,26400
11/29/2018 10:25:00 AM,634.85,634.85,633.35,633.5,40800
11/29/2018 10:24:00 AM,634.35,635.35,634.25,634.75,50400
11/29/2018 10:23:00 AM,635.1,635.1,634.35,634.35,169200
11/29/2018 10:22:00 AM,635.45,635.45,635.1,635.1,6000
11/29/2018 10:21:00 AM,635.45,635.45,635.1,635.1,8400
11/29/2018 10:20:00 AM,635,635.45,634.85,635.45,20400
11/29/2018 10:19:00 AM,634.7,635,634.4,635,34800
11/29/2018 10:18:00 AM,634.5,635,634.5,634.7,128400
11/29/2018 10:17:00 AM,634.05,634.75,634,634.5,14400
11/29/2018 10:16:00 AM,632.85,634.05,632.85,634.05,42000
11/29/2018 10:15:00 AM,633.35,633.4,632.4,632.85,84000
11/29/2018 10:14:00 AM,633.65,633.7,633.1,633.15,154800
11/29/2018 10:13:00 AM,634.55,634.55,633.4,633.6,219600
11/29/2018 10:12:00 AM,634.35,634.55,634.15,634.55,105600
11/29/2018 10:11:00 AM,635.4,635.4,634.35,634.35,123600
11/29/2018 10:10:00 AM,634.6,635.6,634.6,635.15,32400
11/29/2018 10:09:00 AM,634.7,634.8,634.35,634.6,26400
11/29/2018 10:08:00 AM,634.95,635.05,634.25,634.25,70800
11/29/2018 10:07:00 AM,634.35,634.65,634.2,634.55,20400
11/29/2018 10:06:00 AM,635.3,635.3,634.4,634.6,36000
11/29/2018 10:05:00 AM,635.35,635.35,635.15,635.3,160800
11/29/2018 10:04:00 AM,636,636,635,635.35,175200
11/29/2018 10:03:00 AM,636.25,636.4,635.7,636,51600
11/29/2018 10:02:00 AM,636.7,636.7,636.05,636.25,21600
11/29/2018 10:01:00 AM,636.9,637,636.5,636.7,32400
11/29/2018 10:00:00 AM,637.5,637.8,636.9,636.9,52800
11/29/2018 9:59:00 AM,636.55,637.8,636.55,637.5,82800
11/29/2018 9:58:00 AM,635.65,636.95,635.65,636.55,117600
11/29/2018 9:57:00 AM,635.9,636.2,635.85,636,62400
11/29/2018 9:56:00 AM,634.8,635.7,634.45,635.7,36000
11/29/2018 9:55:00 AM,634.5,634.8,634.35,634.8,37200
11/29/2018 9:54:00 AM,634.5,634.65,634.35,634.6,15600
11/29/2018 9:53:00 AM,635.05,635.05,634.5,634.5,45600
11/29/2018 9:52:00 AM,636,636,635.1,635.1,121200
11/29/2018 9:51:00 AM,635.9,636.3,635.9,636,110400
11/29/2018 9:50:00 AM,636.15,636.25,635.9,635.9,99600
11/29/2018 9:49:00 AM,635.55,636.85,635.2,636.15,60000
11/29/2018 9:48:00 AM,636.25,636.5,635.55,635.55,232800
11/29/2018 9:47:00 AM,636.9,636.9,636.05,636.25,114000
11/29/2018 9:46:00 AM,636.9,637.2,636.9,636.9,18000
11/29/2018 9:45:00 AM,637,637.15,636.7,636.9,176400
11/29/2018 9:44:00 AM,637.5,637.6,636.1,637,67200
11/29/2018 9:43:00 AM,637.5,637.8,637.2,637.5,68400
11/29/2018 9:42:00 AM,636.7,638.2,636.65,637.5,242400
11/29/2018 9:41:00 AM,635.5,636.9,635.35,636.9,86400
11/29/2018 9:40:00 AM,635.35,635.5,635,635.5,108000
11/29/2018 9:39:00 AM,636.15,636.15,634.95,635.35,55200
11/29/2018 9:38:00 AM,635.35,636.05,635.1,635.9,232800
11/29/2018 9:37:00 AM,634.45,635.25,634.35,635.25,127200
11/29/2018 9:36:00 AM,633.9,634.5,633.85,634.2,24000
11/29/2018 9:35:00 AM,633.05,634.1,632.75,633.95,61200
11/29/2018 9:34:00 AM,633.4,633.45,632.9,633.05,31200
11/29/2018 9:33:00 AM,633.55,633.6,633.25,633.4,43200
11/29/2018 9:32:00 AM,633.05,633.55,633.05,633.55,24000
11/29/2018 9:31:00 AM,633.35,633.35,632.75,633.05,34800
11/29/2018 9:30:00 AM,633.5,633.75,633.2,633.35,34800
11/29/2018 9:29:00 AM,634.2,634.2,633.25,633.5,28800
11/29/2018 9:28:00 AM,635,635,634.2,634.2,18000
11/29/2018 9:27:00 AM,635.2,635.45,634.85,635.15,37200
11/29/2018 9:26:00 AM,634.35,635.2,634.35,635.2,45600
11/29/2018 9:25:00 AM,633.95,634.5,633.95,634.35,16800
11/29/2018 9:24:00 AM,632.95,634.2,632.8,633.95,40800
11/29/2018 9:23:00 AM,633.3,633.75,632.95,632.95,52800
11/29/2018 9:22:00 AM,631.95,633.3,631.95,633.3,54000
11/29/2018 9:21:00 AM,632.65,633,631.65,631.95,222000
11/29/2018 9:20:00 AM,633.5,633.5,632.4,632.65,212400
11/29/2018 9:19:00 AM,634.6,634.65,633.3,633.6,85200
11/29/2018 9:18:00 AM,635.4,635.5,633.45,634.75,104400
11/29/2018 9:17:00 AM,636.4,637.1,635.25,635.4,126000
11/29/2018 9:16:00 AM,635.1,636.45,634.85,635.95,195600
11/29/2018 9:15:00 AM,632.85,635.75,632.85,635.15,199200
11/28/2018 3:29:00 PM,628.5,628.95,628.45,628.95,105600
11/28/2018 3:28:00 PM,628,628.65,627.85,628.4,428400
11/28/2018 3:27:00 PM,628.15,628.5,627.9,628,297600
11/28/2018 3:26:00 PM,627.9,628,627.5,628,26400
11/28/2018 3:25:00 PM,627.95,628,627.5,627.9,36000
11/28/2018 3:24:00 PM,628.05,628.05,627.6,627.95,43200
11/28/2018 3:23:00 PM,628.4,628.4,627.7,628.05,283200
11/28/2018 3:22:00 PM,628.75,628.75,628.2,628.25,30000
11/28/2018 3:21:00 PM,629.65,629.65,628.75,628.75,52800
11/28/2018 3:20:00 PM,630.4,630.4,629.65,629.65,44400
11/28/2018 3:19:00 PM,630.5,630.7,630.25,630.4,25200
11/28/2018 3:18:00 PM,631.45,631.45,630.5,630.5,42000
11/28/2018 3:17:00 PM,631.1,631.9,631.1,631.45,60000
11/28/2018 3:16:00 PM,631.35,631.65,631,631.1,62400
11/28/2018 3:15:00 PM,631.35,631.5,630.95,631.35,61200
11/28/2018 3:14:00 PM,631.35,631.4,630.95,631.35,430800
11/28/2018 3:13:00 PM,632.05,632.1,631.05,631.4,98400
11/28/2018 3:12:00 PM,631.85,632.3,631.85,632.05,102000
11/28/2018 3:11:00 PM,631.8,632.1,631.7,632.1,42000
11/28/2018 3:10:00 PM,631.9,632.35,631.7,631.75,62400
11/28/2018 3:09:00 PM,632.2,632.4,631.95,632.15,73200
11/28/2018 3:08:00 PM,632.15,632.45,632.15,632.2,75600
11/28/2018 3:07:00 PM,632.35,632.7,632.15,632.15,68400
11/28/2018 3:06:00 PM,631.75,632.35,631.65,632.35,22800
11/28/2018 3:05:00 PM,631.45,631.8,631.25,631.75,38400
11/28/2018 3:04:00 PM,631.35,631.45,631.15,631.45,4800
11/28/2018 3:03:00 PM,631.1,631.4,631.1,631.35,18000
