Date,NIFTY18NOVFUT O,NIFTY18NOVFUT H,NIFTY18NOVFUT L,NIFTY18NOVFUT C,NIFTY18NOVFUT V
11/15/2018 9:41:00 AM,10600,10600,10596,10598.25,9975
11/15/2018 9:40:00 AM,10600.35,10600.35,10595.7,10600,13200
11/15/2018 9:39:00 AM,10597.45,10601.8,10595.05,10600.25,26850
11/15/2018 9:38:00 AM,10594.15,10595.9,10591.05,10594.85,31500
11/15/2018 9:37:00 AM,10594.95,10596.85,10592,10594.95,22425
11/15/2018 9:36:00 AM,10602,10602,10590.6,10596,58650
11/15/2018 9:35:00 AM,10612.05,10612.05,10601.9,10601.9,33450
11/15/2018 9:34:00 AM,10607.95,10613.7,10606,10612,22200
11/15/2018 9:33:00 AM,10600.35,10607.95,10600.35,10607.95,34500
11/15/2018 9:32:00 AM,10600.1,10602.9,10598.2,10601,55650
11/15/2018 9:31:00 AM,10608,10608,10601,10601.35,35775
11/15/2018 9:30:00 AM,10612,10612.65,10607.6,10607.6,44475
11/15/2018 9:29:00 AM,10617.65,10617.65,10610.15,10612.05,30750
11/15/2018 9:28:00 AM,10619.05,10621.05,10617,10618.6,21900
11/15/2018 9:27:00 AM,10615.55,10618.45,10614.4,10618.05,28575
11/15/2018 9:26:00 AM,10627.2,10627.2,10615.25,10615.5,31650
11/15/2018 9:25:00 AM,10630,10632,10625.65,10627.15,76950
11/15/2018 9:24:00 AM,10622.35,10630,10622.35,10630,25350
11/15/2018 9:23:00 AM,10622.25,10625.5,10622.1,10622.35,31350
11/15/2018 9:22:00 AM,10628,10628,10622.1,10622.95,48975
11/15/2018 9:21:00 AM,10626.65,10628,10623,10628,34650
11/15/2018 9:20:00 AM,10620.3,10628.85,10620.05,10627.9,62550
11/15/2018 9:19:00 AM,10623.45,10625,10619.7,10620.2,57375
11/15/2018 9:18:00 AM,10621.9,10630.95,10618,10624.9,100500
11/15/2018 9:17:00 AM,10615.5,10621.15,10615.5,10620.65,79200
11/15/2018 9:16:00 AM,10605,10615.6,10605,10615.55,74025
11/15/2018 9:15:00 AM,10614.95,10616.75,10597.15,10602.95,112125
11/14/2018 3:29:00 PM,10596,10596.8,10592,10593,64125
11/14/2018 3:28:00 PM,10595.25,10597.6,10595.2,10596,51525
11/14/2018 3:27:00 PM,10597,10597.2,10595.25,10597,35250
11/14/2018 3:26:00 PM,10597.8,10599.25,10596.55,10597,30375
11/14/2018 3:25:00 PM,10596,10598.4,10595.35,10598,33225
11/14/2018 3:24:00 PM,10593.85,10596.05,10593,10596.05,39075
11/14/2018 3:23:00 PM,10598.3,10599,10593.2,10594.5,37725
11/14/2018 3:22:00 PM,10597.3,10601.35,10597,10598.3,50925
11/14/2018 3:21:00 PM,10600.25,10600.9,10596.65,10598,30675
11/14/2018 3:20:00 PM,10598.65,10604,10597,10600.4,37575
11/14/2018 3:19:00 PM,10598.85,10600.45,10595.05,10599.3,41550
11/14/2018 3:18:00 PM,10602.9,10603.4,10599,10599,25125
11/14/2018 3:17:00 PM,10602.95,10604.45,10602.15,10602.9,24750
11/14/2018 3:16:00 PM,10603.5,10604.4,10599.4,10602.75,42225
11/14/2018 3:15:00 PM,10607.1,10607.4,10602,10603.85,42150
11/14/2018 3:14:00 PM,10603,10607.3,10600.85,10607.05,31950
11/14/2018 3:13:00 PM,10601.75,10602.9,10598.35,10602.15,38100
11/14/2018 3:12:00 PM,10605,10605,10596.1,10601.8,50625
11/14/2018 3:11:00 PM,10605,10608.85,10605,10605,33600
11/14/2018 3:10:00 PM,10605.2,10611.6,10604.1,10605,29250
11/14/2018 3:09:00 PM,10610.95,10610.95,10604.6,10606.8,17250
11/14/2018 3:08:00 PM,10606,10612.55,10604,10610.1,19725
11/14/2018 3:07:00 PM,10607,10608.1,10602,10606,23250
11/14/2018 3:06:00 PM,10602.6,10607,10600,10607,46125
11/14/2018 3:05:00 PM,10611.9,10614.55,10603,10603.95,25425
11/14/2018 3:04:00 PM,10615.15,10615.15,10603.5,10611.95,49500
11/14/2018 3:03:00 PM,10616.75,10617,10612.65,10615.1,38250
11/14/2018 3:02:00 PM,10618,10620.45,10613.55,10616.7,40575
11/14/2018 3:01:00 PM,10620.4,10626.55,10615.8,10618,104175
11/14/2018 3:00:00 PM,10616.8,10622.1,10612.2,10620.1,102750
11/14/2018 2:59:00 PM,10607.45,10617.95,10607,10617.95,63450
11/14/2018 2:58:00 PM,10606.25,10608,10604.5,10607,31950
11/14/2018 2:57:00 PM,10601.65,10606.95,10599,10606.25,24375
11/14/2018 2:56:00 PM,10599.05,10602.85,10597.95,10601.4,30525
11/14/2018 2:55:00 PM,10596.95,10600,10594.5,10598.6,20400
11/14/2018 2:54:00 PM,10594,10597.55,10594,10596.95,17550
11/14/2018 2:53:00 PM,10593.6,10597.9,10593.05,10595,11100
11/14/2018 2:52:00 PM,10599,10599,10592.1,10593.6,17850
11/14/2018 2:51:00 PM,10600,10602.65,10597.9,10599,36600
11/14/2018 2:50:00 PM,10592.85,10601.9,10591,10599.95,23550
11/14/2018 2:49:00 PM,10599.45,10599.75,10588.8,10593.55,38100
11/14/2018 2:48:00 PM,10603.45,10606.05,10597.85,10599.45,39150
11/14/2018 2:47:00 PM,10598,10606.5,10597.7,10602.3,67875
11/14/2018 2:46:00 PM,10590.6,10598,10589.6,10597.4,27300
11/14/2018 2:45:00 PM,10596,10596,10591.85,10592,34125
11/14/2018 2:44:00 PM,10593,10598,10588.8,10596.45,37800
11/14/2018 2:43:00 PM,10593.05,10593.8,10585.15,10592.05,44250
11/14/2018 2:42:00 PM,10584.4,10596.5,10583.15,10593.4,86325
11/14/2018 2:41:00 PM,10581,10585,10581,10583.1,43275
11/14/2018 2:40:00 PM,10572.3,10581,10572.3,10581,25875
11/14/2018 2:39:00 PM,10577,10579.4,10571.4,10572.25,32925
11/14/2018 2:38:00 PM,10571.3,10578,10571.3,10577.15,34500
11/14/2018 2:37:00 PM,10566,10571.85,10563.65,10571.75,22875
11/14/2018 2:36:00 PM,10567.65,10567.65,10561.55,10566,23325
11/14/2018 2:35:00 PM,10566.2,10567.75,10564.35,10567.75,12450
11/14/2018 2:34:00 PM,10564.7,10569,10563,10566.4,28200
11/14/2018 2:33:00 PM,10558.85,10565.35,10558.8,10564.65,13800
11/14/2018 2:32:00 PM,10559.3,10559.95,10557.05,10558.8,12300
11/14/2018 2:31:00 PM,10556.35,10561.4,10556.3,10559.3,17100
11/14/2018 2:30:00 PM,10558.25,10558.25,10553.1,10556.35,26700
11/14/2018 2:29:00 PM,10564.9,10564.95,10557.6,10557.95,25725
11/14/2018 2:28:00 PM,10567.9,10567.9,10562,10564.9,16575
11/14/2018 2:27:00 PM,10570,10570.65,10561.85,10565.6,41100
11/14/2018 2:26:00 PM,10568.65,10572.5,10568.5,10570,18225
11/14/2018 2:25:00 PM,10568.95,10573.7,10567,10568.65,26475
11/14/2018 2:24:00 PM,10568.35,10569.95,10565,10568.15,20850
11/14/2018 2:23:00 PM,10569.85,10570,10565.95,10568.35,31125
11/14/2018 2:22:00 PM,10564.85,10568.65,10563,10568.15,19275
11/14/2018 2:21:00 PM,10558.5,10566.7,10558.5,10564.35,29025
11/14/2018 2:20:00 PM,10557.95,10560,10553.6,10559.85,36000
11/14/2018 2:19:00 PM,10564,10564.45,10557.05,10558,33525
11/14/2018 2:18:00 PM,10556.7,10564.25,10554,10564.25,48375
11/14/2018 2:17:00 PM,10558.25,10558.25,10551,10555,112275
11/14/2018 2:16:00 PM,10572.35,10573.35,10557.05,10559.1,124800
11/14/2018 2:15:00 PM,10581,10581.4,10570.65,10572.05,16725
11/14/2018 2:14:00 PM,10585.4,10585.95,10577.15,10581,12225
11/14/2018 2:13:00 PM,10583.4,10588.1,10582,10585.35,22125
11/14/2018 2:12:00 PM,10581,10583.4,10580,10583.4,26250
11/14/2018 2:11:00 PM,10576.85,10582.4,10576.8,10582.1,28200
11/14/2018 2:10:00 PM,10570,10578.55,10568.1,10577.7,84450
11/14/2018 2:09:00 PM,10575.9,10577.1,10570,10572,60150
11/14/2018 2:08:00 PM,10580.05,10581.25,10575,10575.6,21825
11/14/2018 2:07:00 PM,10575.45,10582,10575.05,10580.05,20400
11/14/2018 2:06:00 PM,10578,10578,10572.75,10575.45,63225
11/14/2018 2:05:00 PM,10587.65,10587.65,10577.25,10577.25,36225
11/14/2018 2:04:00 PM,10582.45,10589.9,10580.65,10586.2,53925
11/14/2018 2:03:00 PM,10577,10582.45,10576,10582.45,77700
11/14/2018 2:02:00 PM,10587.65,10588.25,10578.75,10578.75,47400
11/14/2018 2:01:00 PM,10587,10588,10581,10586,64725
11/14/2018 2:00:00 PM,10591,10592.2,10583.5,10586.85,59925
11/14/2018 1:59:00 PM,10594.75,10594.75,10587.95,10590,56925
11/14/2018 1:58:00 PM,10601,10602.75,10594,10594.75,29400
11/14/2018 1:57:00 PM,10602,10602,10599.4,10601,7875
11/14/2018 1:56:00 PM,10605,10606,10599,10602,14025
11/14/2018 1:55:00 PM,10607.6,10610.5,10604,10605,22500
11/14/2018 1:54:00 PM,10600.9,10608.95,10598,10607.6,36675
11/14/2018 1:53:00 PM,10597.4,10601.45,10596.35,10600.9,12375
11/14/2018 1:52:00 PM,10598.7,10600.1,10596.75,10597.4,17700
11/14/2018 1:51:00 PM,10601.35,10604.45,10598.1,10598.75,12975
11/14/2018 1:50:00 PM,10609.05,10609.75,10601.65,10601.75,13650
11/14/2018 1:49:00 PM,10609.65,10610.2,10606,10609.05,5100
11/14/2018 1:48:00 PM,10610,10615,10609.45,10609.65,16725
11/14/2018 1:47:00 PM,10607,10610,10607,10609.7,7200
11/14/2018 1:46:00 PM,10605.1,10608.1,10602.95,10607.05,10200
11/14/2018 1:45:00 PM,10613.85,10615.9,10602.2,10605.1,20625
11/14/2018 1:44:00 PM,10614,10615,10611.05,10614.8,13275
11/14/2018 1:43:00 PM,10617.6,10618.85,10613,10614,27450
11/14/2018 1:42:00 PM,10612,10618.4,10607.75,10617.15,36375
11/14/2018 1:41:00 PM,10612.25,10614,10611,10611,26250
11/14/2018 1:40:00 PM,10605,10614,10605,10612.25,19125
11/14/2018 1:39:00 PM,10599.15,10604.5,10597.25,10603.35,10575
11/14/2018 1:38:00 PM,10600.55,10603.75,10598.4,10599.25,17250
11/14/2018 1:37:00 PM,10604,10605.65,10599.1,10600.8,20475
11/14/2018 1:36:00 PM,10599,10604,10598.5,10604,27600
11/14/2018 1:35:00 PM,10597.5,10599,10592.8,10599,28500
11/14/2018 1:34:00 PM,10596.95,10597.7,10592.1,10596.6,54375
11/14/2018 1:33:00 PM,10608.4,10608.4,10596,10596.25,99600
11/14/2018 1:32:00 PM,10609.05,10610,10605.75,10608.4,41400
11/14/2018 1:31:00 PM,10616.2,10620,10609.05,10609.05,18750
11/14/2018 1:30:00 PM,10617.3,10617.3,10614.25,10616.7,9300
11/14/2018 1:29:00 PM,10621.15,10621.25,10615,10617.3,9900
11/14/2018 1:28:00 PM,10616.15,10622,10616.15,10621.15,14475
11/14/2018 1:27:00 PM,10614.75,10620,10614.45,10616,11400
11/14/2018 1:26:00 PM,10614,10618,10614,10614.75,19800
11/14/2018 1:25:00 PM,10616,10616,10611.95,10615,15300
11/14/2018 1:24:00 PM,10623.95,10623.95,10614.05,10616,39825
11/14/2018 1:23:00 PM,10617.6,10626.55,10617.6,10623.6,26475
11/14/2018 1:22:00 PM,10616.9,10619.25,10615.8,10617.6,7125
11/14/2018 1:21:00 PM,10613.05,10618.75,10613.05,10616.9,5400
11/14/2018 1:20:00 PM,10616.6,10618,10613.05,10613.05,6375
11/14/2018 1:19:00 PM,10617,10621.7,10616.6,10616.6,11700
11/14/2018 1:18:00 PM,10613.55,10619.8,10613.45,10619.8,8100
11/14/2018 1:17:00 PM,10611.75,10615,10610,10613.5,21300
11/14/2018 1:16:00 PM,10627.95,10628,10611.15,10612.2,24900
11/14/2018 1:15:00 PM,10624.8,10628.95,10624.3,10627.95,24750
11/14/2018 1:14:00 PM,10618.5,10626,10618.5,10624.65,13725
11/14/2018 1:13:00 PM,10615,10621.95,10615,10619.95,10500
11/14/2018 1:12:00 PM,10614.15,10616.25,10612.25,10615,12075
11/14/2018 1:11:00 PM,10615,10616.8,10612,10613,11400
11/14/2018 1:10:00 PM,10620.95,10622,10615,10615,15675
11/14/2018 1:09:00 PM,10613.9,10622,10613.9,10619.9,14625
11/14/2018 1:08:00 PM,10610,10615,10609.75,10614,14025
11/14/2018 1:07:00 PM,10609,10610.85,10605.65,10610,34275
11/14/2018 1:06:00 PM,10606.5,10611,10606.5,10609.05,30675
11/14/2018 1:05:00 PM,10614,10618.1,10607,10607.9,71100
11/14/2018 1:04:00 PM,10616.5,10618,10614,10615,19875
11/14/2018 1:03:00 PM,10614.95,10618.75,10614.95,10616.5,14925
11/14/2018 1:02:00 PM,10621.75,10624.5,10614.05,10615,31575
11/14/2018 1:01:00 PM,10620.2,10624.2,10620.2,10621.75,9450
11/14/2018 1:00:00 PM,10625,10625,10620.2,10620.2,10125
11/14/2018 12:59:00 PM,10627.05,10628,10625,10625,13125
11/14/2018 12:58:00 PM,10624.05,10629.95,10623.3,10628,11100
11/14/2018 12:57:00 PM,10622.2,10624.05,10622.2,10624.05,8700
11/14/2018 12:56:00 PM,10618.25,10623.15,10618.25,10622.2,19500
11/14/2018 12:55:00 PM,10623.25,10623.9,10618.05,10619.25,32100
11/14/2018 12:54:00 PM,10628.5,10630,10624.05,10624.05,8550
11/14/2018 12:53:00 PM,10630,10631,10628.8,10630,5550
11/14/2018 12:52:00 PM,10627.15,10633,10627.15,10630,7050
11/14/2018 12:51:00 PM,10628.9,10630.7,10625,10626.1,6075
11/14/2018 12:50:00 PM,10630,10632.3,10626.55,10628.9,13575
11/14/2018 12:49:00 PM,10626,10632.45,10624.95,10631,14400
11/14/2018 12:48:00 PM,10628.05,10629.8,10626,10626,11100
11/14/2018 12:47:00 PM,10624.8,10628.65,10622.6,10628.65,16650
11/14/2018 12:46:00 PM,10628.1,10629.8,10623.05,10623.9,20175
11/14/2018 12:45:00 PM,10631.7,10631.7,10626.05,10628.1,39375
11/14/2018 12:44:00 PM,10632.5,10635,10630.05,10630.05,14850
11/14/2018 12:43:00 PM,10636.2,10637.2,10632.5,10633.1,6750
11/14/2018 12:42:00 PM,10633.95,10637,10633.85,10636.2,10500
11/14/2018 12:41:00 PM,10631.05,10636.35,10631.05,10633.95,11100
11/14/2018 12:40:00 PM,10632.1,10635.15,10629.35,10631.9,22350
11/14/2018 12:39:00 PM,10633.5,10636.1,10632.35,10632.35,13650
11/14/2018 12:38:00 PM,10637.45,10640,10633.1,10634.25,19725
11/14/2018 12:37:00 PM,10637.45,10641,10634.95,10635.4,18900
11/14/2018 12:36:00 PM,10647.35,10647.95,10637.45,10637.45,9300
11/14/2018 12:35:00 PM,10643,10646,10642.5,10646,5325
11/14/2018 12:34:00 PM,10646.25,10646.25,10641.55,10643,9675
11/14/2018 12:33:00 PM,10643,10646.65,10642.3,10645.7,8400
11/14/2018 12:32:00 PM,10642.4,10643,10641,10643,8325
11/14/2018 12:31:00 PM,10646.7,10646.7,10642,10642.4,11925
11/14/2018 12:30:00 PM,10648.5,10649.9,10645.5,10646.7,7575
11/14/2018 12:29:00 PM,10649.45,10651.8,10648.25,10649.85,6375
11/14/2018 12:28:00 PM,10647.2,10649.6,10647.15,10649.45,3900
11/14/2018 12:27:00 PM,10648.95,10651,10645.25,10647.2,10950
11/14/2018 12:26:00 PM,10649.8,10651.3,10647,10647.85,8850
11/14/2018 12:25:00 PM,10650,10655,10648,10649.8,32400
11/14/2018 12:24:00 PM,10651.55,10654,10649,10650,22125
11/14/2018 12:23:00 PM,10649.7,10655,10649.7,10653,66150
11/14/2018 12:22:00 PM,10642.05,10649.7,10642.05,10649.65,20550
11/14/2018 12:21:00 PM,10643,10643,10639.1,10642.05,19800
11/14/2018 12:20:00 PM,10638.95,10643,10636.5,10643,10950
11/14/2018 12:19:00 PM,10638,10642,10638,10638.95,11625
11/14/2018 12:18:00 PM,10634.9,10639.2,10633.85,10638.5,12600
11/14/2018 12:17:00 PM,10632.6,10634.9,10630,10633.7,32400
11/14/2018 12:16:00 PM,10636.65,10638.9,10632.65,10632.65,17025
11/14/2018 12:15:00 PM,10640.05,10641.2,10635.2,10636.2,22425
11/14/2018 12:14:00 PM,10644.8,10644.8,10639.05,10640.05,18975
11/14/2018 12:13:00 PM,10645,10646,10642.7,10644.85,15525
11/14/2018 12:12:00 PM,10647.9,10647.9,10643.35,10645.25,9300
11/14/2018 12:11:00 PM,10649,10650,10645.5,10647.9,8625
11/14/2018 12:10:00 PM,10646,10648,10645.2,10647.5,9450
11/14/2018 12:09:00 PM,10652.75,10654.4,10645,10645,18750
11/14/2018 12:08:00 PM,10650.6,10652.5,10648,10652,18900
11/14/2018 12:07:00 PM,10649.95,10651,10648,10651,14100
11/14/2018 12:06:00 PM,10644.3,10653.85,10644.3,10649.5,50175
11/14/2018 12:05:00 PM,10646.2,10648,10641.95,10644.3,11175
11/14/2018 12:04:00 PM,10645,10649.9,10643.95,10646.4,22875
11/14/2018 12:03:00 PM,10646.9,10648,10645,10645,26400
11/14/2018 12:02:00 PM,10641,10650,10638.15,10647.25,80175
11/14/2018 12:01:00 PM,10636.7,10643.7,10636.7,10641.05,18300
11/14/2018 12:00:00 PM,10635.7,10638.8,10635,10638.1,6150
11/14/2018 11:59:00 AM,10636.45,10636.45,10634.45,10635.7,6825
11/14/2018 11:58:00 AM,10635.1,10639,10633.8,10635,5850
11/14/2018 11:57:00 AM,10635.1,10636.65,10633.1,10635.1,5325
11/14/2018 11:56:00 AM,10633.2,10636.95,10632.75,10635.1,6900
11/14/2018 11:55:00 AM,10633.65,10635,10633,10633.2,5925
11/14/2018 11:54:00 AM,10633.05,10637,10633.05,10633.65,8025
11/14/2018 11:53:00 AM,10639,10642,10633.1,10633.1,19425
11/14/2018 11:52:00 AM,10637.5,10640,10637.1,10639,6225
11/14/2018 11:51:00 AM,10639,10639,10637,10637.5,8625
11/14/2018 11:50:00 AM,10640,10641,10637.85,10639,12600
11/14/2018 11:49:00 AM,10635.8,10640.95,10635.15,10640,12075
11/14/2018 11:48:00 AM,10639,10639,10634,10635.55,16575
11/14/2018 11:47:00 AM,10641.55,10643,10640,10640.95,18750
11/14/2018 11:46:00 AM,10629.25,10642.15,10629.25,10641.95,40575
11/14/2018 11:45:00 AM,10630,10630.8,10628.2,10630,14700
11/14/2018 11:44:00 AM,10627,10630,10626.8,10630,14850
11/14/2018 11:43:00 AM,10629.95,10631.25,10626.5,10627,13050
11/14/2018 11:42:00 AM,10631.05,10633,10629.95,10629.95,5850
11/14/2018 11:41:00 AM,10632.05,10633.85,10631.05,10631.05,4800
11/14/2018 11:40:00 AM,10632.55,10633.1,10630.65,10633.1,3900
11/14/2018 11:39:00 AM,10628.45,10633.95,10628.45,10632.55,11250
11/14/2018 11:38:00 AM,10628.1,10630.25,10628.1,10628.55,6300
11/14/2018 11:37:00 AM,10630,10631,10628.05,10628.1,6750
11/14/2018 11:36:00 AM,10630,10633,10628.85,10628.85,12750
11/14/2018 11:35:00 AM,10631.45,10633.5,10628.6,10630,8775
11/14/2018 11:34:00 AM,10632.8,10634.6,10630,10631.45,8775
11/14/2018 11:33:00 AM,10628,10634.6,10628,10632.8,12150
11/14/2018 11:32:00 AM,10630,10631,10627.95,10628.1,8025
11/14/2018 11:31:00 AM,10627.55,10631.95,10627,10630,11475
11/14/2018 11:30:00 AM,10625,10630.5,10625,10627.55,7950
11/14/2018 11:29:00 AM,10623.8,10627.4,10623.8,10625,6600
11/14/2018 11:28:00 AM,10628.05,10628.05,10623.15,10623.8,3975
11/14/2018 11:27:00 AM,10624.95,10629.8,10623,10628.8,11400
11/14/2018 11:26:00 AM,10620.75,10626,10619.1,10624.95,12000
11/14/2018 11:25:00 AM,10616.65,10623,10615,10620.5,12450
11/14/2018 11:24:00 AM,10616,10618.9,10613.05,10616.65,18225
11/14/2018 11:23:00 AM,10618.95,10620.05,10615.55,10616.1,19875
11/14/2018 11:22:00 AM,10625.45,10627.6,10620,10620.65,8325
11/14/2018 11:21:00 AM,10627.45,10628,10624.15,10625.45,20850
11/14/2018 11:20:00 AM,10628.5,10631.95,10625.1,10627.45,26625
11/14/2018 11:19:00 AM,10625.65,10630,10624.65,10628.5,21075
11/14/2018 11:18:00 AM,10621,10625,10618.95,10624.1,16500
11/14/2018 11:17:00 AM,10617.55,10621.2,10617.05,10621,38100
11/14/2018 11:16:00 AM,10625.95,10627,10616.6,10617.55,38850
11/14/2018 11:15:00 AM,10623.9,10626.2,10622.3,10625.95,17175
11/14/2018 11:14:00 AM,10628.4,10629,10616.9,10623.9,83025
11/14/2018 11:13:00 AM,10632.95,10632.95,10628.5,10628.5,23550
11/14/2018 11:12:00 AM,10632,10634.8,10631,10632.95,10275
11/14/2018 11:11:00 AM,10635.75,10636.45,10630.9,10632.2,18900
11/14/2018 11:10:00 AM,10639.4,10641,10635,10636,10725
11/14/2018 11:09:00 AM,10643.5,10644,10639.2,10640,11025
11/14/2018 11:08:00 AM,10640,10644.6,10638.95,10642.3,13650
11/14/2018 11:07:00 AM,10640.7,10643,10637.35,10639.5,24750
11/14/2018 11:06:00 AM,10639,10645,10638.75,10641,42675
11/14/2018 11:05:00 AM,10631.35,10640,10631.35,10640,28725
11/14/2018 11:04:00 AM,10632.75,10632.8,10629.8,10632,23700
11/14/2018 11:03:00 AM,10634.95,10637.45,10631.75,10631.75,35400
11/14/2018 11:02:00 AM,10638.5,10642,10633.55,10634,50475
11/14/2018 11:01:00 AM,10636.45,10640,10635.6,10640,20175
11/14/2018 11:00:00 AM,10634.55,10642.8,10634.55,10636.45,57000
11/14/2018 10:59:00 AM,10632.25,10638,10632.25,10635,25800
11/14/2018 10:58:00 AM,10632.7,10634.25,10631.45,10632.25,13800
11/14/2018 10:57:00 AM,10633,10634,10630,10632.25,25950
11/14/2018 10:56:00 AM,10631,10634.45,10630.65,10634,40950
11/14/2018 10:55:00 AM,10626.6,10636.75,10625.95,10631,85350
11/14/2018 10:54:00 AM,10618.95,10626.8,10618.5,10625.75,20100
11/14/2018 10:53:00 AM,10621.05,10622,10616.55,10618.95,25425
11/14/2018 10:52:00 AM,10622,10623,10619.2,10621,18225
11/14/2018 10:51:00 AM,10626.8,10626.8,10621.3,10621.3,14700
11/14/2018 10:50:00 AM,10628.95,10628.95,10625,10626,15900
11/14/2018 10:49:00 AM,10623.7,10631,10623.65,10629.25,34950
11/14/2018 10:48:00 AM,10625.15,10625.15,10621.7,10622.7,22425
11/14/2018 10:47:00 AM,10631,10632.25,10624.3,10625.15,70275
11/14/2018 10:46:00 AM,10619,10631.9,10617,10631.9,94575
11/14/2018 10:45:00 AM,10621.7,10621.7,10613.5,10618,27750
11/14/2018 10:44:00 AM,10617.6,10621.7,10616,10621.7,36825
11/14/2018 10:43:00 AM,10613.95,10621.75,10613.9,10618,106575
11/14/2018 10:42:00 AM,10608.95,10613.95,10607.55,10613.9,24150
11/14/2018 10:41:00 AM,10606.45,10612.65,10605.8,10609.4,50025
11/14/2018 10:40:00 AM,10603.95,10607.4,10602.2,10607.15,24225
11/14/2018 10:39:00 AM,10602.9,10604,10598.85,10603.9,23850
11/14/2018 10:38:00 AM,10602.15,10608.85,10600.35,10602.9,31425
11/14/2018 10:37:00 AM,10598.15,10605.35,10596.95,10602.95,33975
11/14/2018 10:36:00 AM,10597,10599,10595.9,10598.15,130350
11/14/2018 10:35:00 AM,10595.4,10598,10595,10597,26175
11/14/2018 10:34:00 AM,10593,10596,10592,10595.4,18825
11/14/2018 10:33:00 AM,10590,10594.7,10590,10593,12675
11/14/2018 10:32:00 AM,10592,10592,10585.05,10590,17850
11/14/2018 10:31:00 AM,10595,10596.4,10592,10592,19575
11/14/2018 10:30:00 AM,10590.5,10595,10589.05,10595,16125
11/14/2018 10:29:00 AM,10590,10593,10587.8,10590.6,11625
11/14/2018 10:28:00 AM,10588.5,10594.95,10588.5,10591,54675
11/14/2018 10:27:00 AM,10590.5,10594.15,10588,10588,22050
11/14/2018 10:26:00 AM,10586,10590.5,10586,10590.5,19875
11/14/2018 10:25:00 AM,10583.55,10586.95,10583.2,10586.3,20325
11/14/2018 10:24:00 AM,10580.8,10583.55,10579.2,10583.35,24000
11/14/2018 10:23:00 AM,10586.55,10588.95,10578.55,10578.55,54675
11/14/2018 10:22:00 AM,10588.3,10588.45,10582.75,10585.4,32175
11/14/2018 10:21:00 AM,10590,10593.45,10586.05,10587.95,20025
11/14/2018 10:20:00 AM,10596.6,10596.6,10590,10591.2,14475
11/14/2018 10:19:00 AM,10595.35,10601.5,10594.3,10596.6,13575
11/14/2018 10:18:00 AM,10590,10594.9,10589,10594.9,23550
11/14/2018 10:17:00 AM,10597.8,10597.8,10589,10589.7,40725
11/14/2018 10:16:00 AM,10599.55,10604.85,10596.35,10596.35,18000
11/14/2018 10:15:00 AM,10598.25,10599.55,10593.15,10599.55,19575
11/14/2018 10:14:00 AM,10599,10601.65,10594.45,10597.85,30300
11/14/2018 10:13:00 AM,10608.7,10610,10600,10600,28050
11/14/2018 10:12:00 AM,10606.45,10612.9,10606.45,10610,40950
11/14/2018 10:11:00 AM,10607,10609.65,10604.7,10605,27825
11/14/2018 10:10:00 AM,10600,10608.2,10596.9,10606,25875
11/14/2018 10:09:00 AM,10598.95,10600,10594,10600,20925
11/14/2018 10:08:00 AM,10600.1,10603,10594,10598.7,27600
11/14/2018 10:07:00 AM,10601.9,10606.95,10600.1,10600.1,38175
11/14/2018 10:06:00 AM,10600.2,10604.7,10599,10604,54525
11/14/2018 10:05:00 AM,10592,10601.6,10590.35,10600.85,42450
11/14/2018 10:04:00 AM,10590.55,10592.85,10586.3,10591.7,50175
11/14/2018 10:03:00 AM,10589.8,10593.95,10588,10592.5,78975
11/14/2018 10:02:00 AM,10589.1,10590,10582.2,10588,80625
11/14/2018 10:01:00 AM,10593.9,10596,10588.5,10590,76200
11/14/2018 10:00:00 AM,10602.2,10602.2,10585.35,10594,166875
11/14/2018 9:59:00 AM,10614.55,10614.55,10603,10603.45,66900
11/14/2018 9:58:00 AM,10616.95,10619.35,10614,10614.5,17400
11/14/2018 9:57:00 AM,10621,10623,10613.45,10616.95,31425
11/14/2018 9:56:00 AM,10621,10623,10618.7,10620.55,32850
11/14/2018 9:55:00 AM,10612,10622.3,10612,10620.75,64125
11/14/2018 9:54:00 AM,10611.05,10613.4,10608.7,10611.85,62025
11/14/2018 9:53:00 AM,10612.25,10614.15,10608,10611.05,86925
11/14/2018 9:52:00 AM,10618,10618.7,10612,10612,73275
11/14/2018 9:51:00 AM,10624.9,10625.35,10615.5,10616.8,80175
11/14/2018 9:50:00 AM,10626.2,10630.75,10624.2,10624.2,27375
11/14/2018 9:49:00 AM,10635.1,10635.6,10626,10626.4,45975
11/14/2018 9:48:00 AM,10644,10645.8,10635.1,10635.65,40500
11/14/2018 9:47:00 AM,10641.05,10643.8,10640,10643.8,40125
11/14/2018 9:46:00 AM,10632.65,10641.6,10630.55,10641.6,37200
11/14/2018 9:45:00 AM,10626.9,10634.95,10626.05,10634,50925
11/14/2018 9:44:00 AM,10627.95,10628,10623.55,10627.25,47625
11/14/2018 9:43:00 AM,10632.5,10634.75,10626.1,10627,42525
11/14/2018 9:42:00 AM,10632.4,10634.35,10619.6,10633.75,101550
11/14/2018 9:41:00 AM,10641.4,10641.85,10633,10633.35,54825
11/14/2018 9:40:00 AM,10643.5,10645,10640.2,10640.2,34050
11/14/2018 9:39:00 AM,10640.05,10643.8,10637.6,10643.6,60375
11/14/2018 9:38:00 AM,10651.55,10651.55,10637.95,10640,132525
11/14/2018 9:37:00 AM,10650.4,10652.5,10647,10650.7,62175
