Date,Nifty Bank O,Nifty Bank H,Nifty Bank L,Nifty Bank C,Nifty Bank V
11/22/2018 9:36:00 AM,26252.4,26252.7,26242.75,26250.15,0
11/22/2018 9:35:00 AM,26262.65,26262.65,26247.8,26250.85,0
11/22/2018 9:34:00 AM,26256.45,26264.6,26253.7,26264.1,0
11/22/2018 9:33:00 AM,26241.9,26258.5,26241.7,26256.25,0
11/22/2018 9:32:00 AM,26247.55,26254.85,26239.45,26242.45,0
11/22/2018 9:31:00 AM,26237.25,26250.65,26235.9,26249.85,0
11/22/2018 9:30:00 AM,26224.45,26235.05,26218.25,26235.05,0
11/22/2018 9:29:00 AM,26231.95,26232.35,26221.95,26225.4,0
11/22/2018 9:28:00 AM,26243.3,26243.3,26225.65,26230.4,0
11/22/2018 9:27:00 AM,26229.55,26245.75,26229.05,26241.95,0
11/22/2018 9:26:00 AM,26213.45,26235.75,26213.45,26230.6,0
